Time,BTC average computing power of the entire network,Price
2011-01-08,1.2597651287256227E11,0.3229
2011-01-09,1.2554072454312769E11,0.32299999999999995
2011-01-10,1.2878877846042082E11,0.32659
2011-01-11,1.3029688274654366E11,0.32659
2011-01-12,1.302495279355109E11,0.3188
2011-01-13,1.3861426567007227E11,0.3176
2011-01-14,1.369145804094022E11,0.4
2011-01-15,1.3953278247613745E11,0.386
2011-01-16,1.4403767974155698E11,0.38679
2011-01-17,1.4829151810254886E11,0.3495
2011-01-18,1.4969117117582794E11,0.31299
2011-01-19,1.495964002336885E11,0.31299
2011-01-20,1.528267334718397E11,0.39
2011-01-21,1.572173547931142E11,0.419905
2011-01-22,1.5451913071507294E11,0.44399
2011-01-23,1.547072009096572E11,0.4424
2011-01-24,1.5903723575268738E11,0.4199
2011-01-25,1.5607811419193658E11,0.41
2011-01-26,1.587121711268843E11,0.41367
2011-01-27,1.5886827120718423E11,0.4212
2011-01-28,1.6281799375803915E11,0.446
2011-01-29,1.6499754358288135E11,0.439
2011-01-30,1.6643861807126404E11,0.47985
2011-01-31,1.6913179256566428E11,0.5501
2011-02-01,1.7373210352515652E11,0.70773
2011-02-02,1.7398899326262366E11,0.716
2011-02-03,1.7479870099749493E11,0.69639
2011-02-04,1.7908767339574936E11,0.8109999999999999
2011-02-05,1.8592450233396915E11,0.90735
2011-02-06,1.8834525745490347E11,0.8968
2011-02-07,1.9379817342925116E11,0.89
2011-02-08,2.0004161038293393E11,0.918
2011-02-09,2.1165304603243576E11,1.084495
2011-02-10,2.1561980691980334E11,0.9751549999999999
2011-02-11,2.2462564579005026E11,1.0700049999999999
2011-02-12,2.3401081947029797E11,1.0799
2011-02-13,2.438325199427078E11,1.05
2011-02-14,2.493531991672651E11,1.0753366666666668
2011-02-15,2.5492799114351987E11,1.05
2011-02-16,2.627789157457485E11,1.028624
2011-02-17,2.790519399270939E11,1.04
2011-02-18,2.949575239239641E11,0.8989
2011-02-19,3.084525130686821E11,0.94898
2011-02-20,3.164775517491008E11,0.85
2011-02-21,3.2859032431186774E11,0.8345
2011-02-22,3.408529686729607E11,0.87023
2011-02-23,3.632708648172242E11,0.9
2011-02-24,3.812459881945002E11,0.993715
2011-02-25,3.953325787841923E11,0.9111
2011-02-26,4.152625433669716E11,0.958
2011-02-27,4.5431494286584796E11,0.89
2011-02-28,4.661481394149275E11,0.8701
2011-03-01,4.538414854441896E11,0.92022
2011-03-02,4.5594072228131036E11,0.9399
2011-03-03,4.6775689348570135E11,0.93909
2011-03-04,4.7798138731581854E11,0.9012
2011-03-05,5.073934187807333E11,0.9103
2011-03-06,6.021659660165149E11,0.8866299999999999
2011-03-07,6.667780673672921E11,0.88502
2011-03-08,6.668778377001031E11,0.8699899999999999
2011-03-09,6.228720725320573E11,0.86449
2011-03-10,5.81058152742792E11,0.9329
2011-03-11,5.427763061484162E11,0.88
2011-03-12,5.257111830289894E11,0.918
2011-03-13,4.999436570432143E11,0.89249
2011-03-14,4.799643909918734E11,0.8949
2011-03-15,4.6386455826097064E11,0.8711200000000001
2011-03-16,4.70017074112281E11,0.8599899999999999
2011-03-17,4.7024090762878595E11,0.82542
2011-03-18,4.827724588581506E11,0.81648
2011-03-19,4.694771630844193E11,0.765
2011-03-20,4.72135422836008E11,0.7410800000000001
2011-03-21,4.763605908425278E11,0.75897
2011-03-22,4.8629255312100775E11,0.80901
2011-03-23,5.0611229784782227E11,0.8497100000000001
2011-03-24,5.220104509504071E11,0.8668799999999999
2011-03-25,5.1913955648421686E11,0.8837700000000001
2011-03-26,5.335586627482501E11,0.8552
2011-03-27,5.406423168391749E11,0.8275399999999999
2011-03-28,5.353118814932997E11,0.79898
2011-03-29,5.505485471067096E11,0.7925
2011-03-30,5.369248146917411E11,0.7897
2011-03-31,5.532013977348721E11,0.78461
2011-04-01,5.720260976367224E11,0.7741100000000001
2011-04-02,5.982162493333934E11,0.78199
2011-04-03,5.969355744984805E11,0.779
2011-04-04,6.134365297343716E11,0.68
2011-04-05,6.323799475520181E11,0.71
2011-04-06,6.181336188590532E11,0.74
2011-04-07,6.249505158541035E11,0.7538
2011-04-08,6.215412654923842E11,0.7499899999999999
2011-04-09,6.368722494745862E11,0.746584
2011-04-10,6.497327376481228E11,0.7369
2011-04-11,6.470735795486426E11,0.77
2011-04-12,6.518526037608889E11,0.86
2011-04-13,6.859696583505461E11,0.93115
2011-04-14,6.910128587640288E11,0.99936
2011-04-15,6.774241699679232E11,0.9869040000000002
2011-04-16,6.746870534055995E11,1.0499
2011-04-17,6.891747708380692E11,1.13057
2011-04-18,6.85294623171774E11,1.16199
2011-04-19,6.641665782918645E11,1.1965
2011-04-20,6.597612480043857E11,1.1421
2011-04-21,6.755605309957031E11,1.208
2011-04-22,6.988101009593401E11,1.40901
2011-04-23,7.130879229699243E11,1.665325
2011-04-24,7.30983116589362E11,1.63011
2011-04-25,7.558969648892118E11,1.57623
2011-04-26,7.971675522826869E11,1.7949
2011-04-27,8.303458228591285E11,1.9
2011-04-28,8.145337880654584E11,2.2105900000000003
2011-04-29,8.406042261994358E11,2.88
2011-04-30,8.82592124256453E11,3.5
2011-05-01,8.955454792078219E11,3.03311
2011-05-02,9.287948673621031E11,3.2
2011-05-03,1.0015071077386196E12,3.3975
2011-05-04,1.0271286045098289E12,3.4060900000000003
2011-05-05,1.0720513664150023E12,3.333
2011-05-06,1.0943109761273287E12,3.452
2011-05-07,1.138026446311056E12,3.641
2011-05-08,1.122322146186335E12,3.86585
2011-05-09,1.2032903042837131E12,3.8
2011-05-10,1.2576299061824963E12,5.805
2011-05-11,1.315936554400874E12,5.5
2011-05-12,1.3486240355148003E12,6.363463333333333
2011-05-13,1.4438458777737756E12,8.193999999999999
2011-05-14,1.544501639715321E12,7.026584285714287
2011-05-15,1.608122481485632E12,6.988455
2011-05-16,1.6667868726748528E12,8.0
2011-05-17,1.8473714145545999E12,7.20995
2011-05-18,1.9402909174113982E12,6.8849912500000015
2011-05-19,1.9894991737719258E12,6.88955
2011-05-20,2.1993898590507275E12,5.5903616666666665
2011-05-21,2.3201163049249272E12,6.132744285714287
2011-05-22,2.583834253693757E12,6.736269999999999
2011-05-23,2.844604943155741E12,7.106383999999999
2011-05-24,3.1334763968678716E12,7.42
2011-05-25,3.4115994342367446E12,8.409413571428571
2011-05-26,3.6989840230704463E12,8.77355
2011-05-27,3.8358641539755254E12,8.5002
2011-05-28,3.816784855207655E12,8.3001
2011-05-29,3.7402854026515073E12,8.4299
2011-05-30,3.6992045239186455E12,8.800025000000002
2011-05-31,3.6127057804729624E12,8.715455
2011-06-01,3.58460157554112E12,9.607497500000001
2011-06-02,3.629418674134843E12,10.643019999999998
2011-06-03,3.8327022933471655E12,14.317785714285714
2011-06-04,3.9972180952878486E12,18.64759333333334
2011-06-05,4.2545125163437173E12,16.675
2011-06-06,4.66929474038775E12,18.37141428571429
2011-06-07,4.82728625116808E12,23.396988372093016
2011-06-08,4.955100450596628E12,29.64085384615385
2011-06-09,5.175505290971649E12,28.9407
2011-06-10,5.600629838113959E12,23.86174117647059
2011-06-11,5.723304196969351E12,14.651199999999998
2011-06-12,6.247380625634587E12,18.71959
2011-06-13,6.533890930162379E12,19.409272222222214
2011-06-14,6.553068465605361E12,19.32056428571429
2011-06-15,7.121816482209942E12,19.49
2011-06-16,7.509114867199765E12,17.363817999999995
2011-06-17,7.883479790897803E12,15.834064285714286
2011-06-18,8.159044579614595E12,16.876666666666665
2011-06-19,8.734277134038796E12,17.405467272497287
2011-06-20,8.964457269280037E12,17.4795582704942
2011-06-21,9.381330470586295E12,17.850482972780885
2011-06-22,1.021755707842398E13,17.906287114865226
2011-06-23,1.050702158708692E13,18.16839759701135
2011-06-24,1.0986048862298889E13,18.585396059959713
2011-06-25,1.0850521307059404E13,17.943275642315022
2011-06-26,1.088543893609095E13,16.366438571428574
2011-06-27,1.0763538544169336E13,16.750066666666665
2011-06-28,1.0676533906890697E13,16.943002500000002
2011-06-29,1.1029469665208307E13,16.899833333333333
2011-06-30,1.1080156844102207E13,16.153598125000002
2011-07-01,1.1420379674677846E13,15.363328181818185
2011-07-02,1.1756172011615445E13,15.4
2011-07-03,1.1774578882990229E13,15.440396666666668
2011-07-04,1.183237403891025E13,13.820056
2011-07-05,1.1635285394082438E13,12.886805625
2011-07-06,1.1424181595326277E13,14.767071111111115
2011-07-07,1.102139815128651E13,14.770078461538462
2011-07-08,1.0926788007946527E13,14.313770000000002
2011-07-09,1.1074677038675781E13,14.3775
2011-07-10,1.1071694386230572E13,14.74739
2011-07-11,1.1170948225499309E13,14.210998421052633
2011-07-12,1.1209757848884463E13,14.01648166666667
2011-07-13,1.1746485954678717E13,13.954294285714285
2011-07-14,1.206012920060013E13,13.997809
2011-07-15,1.205258964635532E13,13.81
2011-07-16,1.2369034315650898E13,13.719048571428573
2011-07-17,1.2382977045005215E13,13.167918750000005
2011-07-18,1.2538610340593924E13,13.423071481481482
2011-07-19,1.257089416893639E13,13.84199375
2011-07-20,1.2389371221027238E13,13.693134848484846
2011-07-21,1.2542483891109E13,13.612104
2011-07-22,1.2417699988104793E13,13.69542
2011-07-23,1.2466106371791525E13,13.68
2011-07-24,1.2595935952258604E13,13.98001
2011-07-25,1.2678966436361248E13,14.0026
2011-07-26,1.3183177617702967E13,13.88117
2011-07-27,1.3671086928518629E13,13.9076
2011-07-28,1.3836224385491902E13,13.481906666666667
2011-07-29,1.4155158634521611E13,13.514396363636365
2011-07-30,1.3930032777294941E13,13.53281315789474
2011-07-31,1.3883220237670316E13,13.379893333333333
2011-08-01,1.4161483239528252E13,13.095602000000005
2011-08-02,1.3926465365680117E13,12.060019
2011-08-03,1.409510681274628E13,9.26005
2011-08-04,1.3994933274568977E13,10.743663333333332
2011-08-05,1.3944909966032238E13,9.7726675
2011-08-06,1.3734472940218908E13,6.511275454545455
2011-08-07,1.3375145845082223E13,8.166288292682923
2011-08-08,1.2999195820662148E13,7.8298549999999985
2011-08-09,1.2804721650158111E13,9.74886068965517
2011-08-10,1.2925145529137605E13,10.01468625
2011-08-11,1.282538715710542E13,9.45624
2011-08-12,1.28642470142692E13,9.460339999999999
2011-08-13,1.2860524375181645E13,10.123339655172405
2011-08-14,1.282766061256988E13,10.744264615384619
2011-08-15,1.2985179814141645E13,11.138136
2011-08-16,1.285024143547159E13,10.958955
2011-08-17,1.254631158481371E13,10.993066666666667
2011-08-18,1.2513353612535213E13,10.847017692307693
2011-08-19,1.2517019351859334E13,11.65
2011-08-20,1.2440447505673955E13,11.450997999999998
2011-08-21,1.2798055392997473E13,11.323212000000002
2011-08-22,1.3078586484374441E13,10.940764736842107
2011-08-23,1.359566462445861E13,10.927407
2011-08-24,1.360359011164901E13,10.8506
2011-08-25,1.3269222090481654E13,9.684139710144926
2011-08-26,1.3516681016953709E13,8.179189444444445
2011-08-27,1.3365478618129398E13,8.5902
2011-08-28,1.2866658546625488E13,9.078464285714286
2011-08-29,1.2300161010389838E13,8.96809375
2011-08-30,1.2184322280930803E13,8.795466000000001
2011-08-31,1.2243852091649746E13,8.22353625
2011-09-01,1.2167407862912328E13,8.228883750000001
2011-09-02,1.2184907315491086E13,8.62278
2011-09-03,1.239384941471446E13,8.479
2011-09-04,1.2531866373503242E13,8.17871357142857
2011-09-05,1.276810340625317E13,7.629207142857145
2011-09-06,1.2750053536889047E13,6.864676666666665
2011-09-07,1.273214675078726E13,7.186077777777778
2011-09-08,1.2639624668107828E13,6.5331220000000005
2011-09-09,1.252613649283897E13,5.05558
2011-09-10,1.2520125528511668E13,4.764342000000001
2011-09-11,1.2566077169398227E13,5.914224166666667
2011-09-12,1.2285563780004701E13,6.061434285714286
2011-09-13,1.2242177069842816E13,5.8
2011-09-14,1.2088495035054639E13,5.619543333333333
2011-09-15,1.2299549314605031E13,4.805915714285715
2011-09-16,1.2228460460857209E13,4.811
2011-09-17,1.190017718310197E13,4.7647
2011-09-18,1.2213607760016062E13,5.2382333333333335
2011-09-19,1.216231962674672E13,5.462770769230769
2011-09-20,1.2108985530872502E13,6.114797272727272
2011-09-21,1.2279672681801375E13,5.660935625
2011-09-22,1.2247515441341754E13,5.473564
2011-09-23,1.225328143123733E13,5.557576363636364
2011-09-24,1.2322859225833045E13,5.4715266666666675
2011-09-25,1.2056676864892389E13,5.331829999999999
2011-09-26,1.1822036586112576E13,4.86916
2011-09-27,1.218698587544285E13,4.709366666666667
2011-09-28,1.1948433757535992E13,4.7093475
2011-09-29,1.1781164974254844E13,4.7846224999999984
2011-09-30,1.144459400198122E13,5.149056666666667
2011-10-01,1.1339346183338135E13,5.0181025
2011-10-02,1.1316261356997594E13,5.02701
2011-10-03,1.1305758613226006E13,5.02401
2011-10-04,1.1193131064166605E13,4.96
2011-10-05,1.1091940610074332E13,4.879936666666667
2011-10-06,1.1025474644805344E13,4.734425
2011-10-07,1.0897257889010209E13,4.2728
2011-10-08,1.1076888732013484E13,4.00587
2011-10-09,1.0893281403641031E13,4.10288
2011-10-10,1.0818579828900959E13,4.086946666666667
2011-10-11,1.0530655106994436E13,3.9591533333333335
2011-10-12,1.0404872115646451E13,4.15
2011-10-13,1.0129065046575357E13,4.04615
2011-10-14,9.892581652262898E12,3.98794
2011-10-15,9.851042390117059E12,3.848035
2011-10-16,9.51068538787093E12,3.5723744444444443
2011-10-17,9.447177144181658E12,2.5544640000000003
2011-10-18,9.276972563877742E12,2.409323333333333
2011-10-19,9.243077797400746E12,2.2622557142857147
2011-10-20,9.004681579211482E12,2.348005
2011-10-21,9.269744118027336E12,2.562545
2011-10-22,8.927283043985215E12,3.138733333333333
2011-10-23,8.65918386638673E12,3.16469030083056
2011-10-24,8.552784387557669E12,2.538475833333333
2011-10-25,8.575110717676106E12,2.773611666666667
2011-10-26,8.590210722358982E12,2.7730099999999998
2011-10-27,8.637615244654224E12,3.0401142105263164
2011-10-28,8.338443061386998E12,3.185198
2011-10-29,8.366396902276541E12,3.56826
2011-10-30,8.058279628367678E12,3.2624975
2011-10-31,8.287060764701716E12,3.243748333333333
2011-11-01,8.405881725877243E12,3.1637619999999997
2011-11-02,8.318578732893803E12,3.253693333333333
2011-11-03,8.152941820768283E12,3.1555
2011-11-04,8.246782841785139E12,3.05545
2011-11-05,8.386757457170724E12,2.972505
2011-11-06,8.656618949300936E12,2.959772
2011-11-07,8.44598366482925E12,3.0061166666666668
2011-11-08,8.477522270632374E12,3.0456833333333333
2011-11-09,8.641322960332906E12,2.9482128571428565
2011-11-10,8.741694554185477E12,2.8477188461538465
2011-11-11,8.576799276628062E12,3.0735269230769235
2011-11-12,8.452834811230264E12,3.03099
2011-11-13,8.398998223505133E12,2.99599
2011-11-14,8.538978555097297E12,2.1422394871794865
2011-11-15,8.726311968171497E12,2.324486197288458
2011-11-16,8.46841377935739E12,2.567874444444445
2011-11-17,8.349755798446429E12,2.25
2011-11-18,8.417799549184674E12,2.0510271428571434
2011-11-19,8.457032333674247E12,2.1994325
2011-11-20,8.293153914626596E12,2.1998700000000007
2011-11-21,8.223375727450591E12,2.28936
2011-11-22,8.119358486326126E12,2.326955
2011-11-23,7.966938917409772E12,2.332055
2011-11-24,7.763631303347688E12,2.427627826086956
2011-11-25,7.604507691471506E12,2.493312857142857
2011-11-26,7.600566975185352E12,2.47003
2011-11-27,7.430486989044954E12,2.4769754545454545
2011-11-28,7.449603877806416E12,2.5472952941176468
2011-11-29,7.468604109323148E12,2.750195
2011-11-30,7.537888813970761E12,2.9443099999999998
2011-12-01,7.723904581421747E12,3.068399583333333
2011-12-02,8.092781907060335E12,3.1109315384615384
2011-12-03,8.140943110350912E12,2.7837090243902427
2011-12-04,8.198566420408559E12,2.8280966666666667
2011-12-05,8.369771351416643E12,2.85107
2011-12-06,8.572035017883428E12,3.0335100000000006
2011-12-07,8.461200793678775E12,2.9737285714285715
2011-12-08,8.181578181958721E12,2.988714000000001
2011-12-09,8.21522666817426E12,2.962285
2011-12-10,8.358607743695504E12,3.05437625
2011-12-11,8.244011715421492E12,3.25089125
2011-12-12,8.186045874065738E12,3.1458730000000004
2011-12-13,7.93092317718627E12,3.2499
2011-12-14,8.028327597284094E12,3.147667777777777
2011-12-15,7.801090997795715E12,3.201991666666667
2011-12-16,7.669985583261809E12,3.206595
2011-12-17,7.651502262717486E12,3.2000233333333328
2011-12-18,7.775292972994571E12,3.192505
2011-12-19,7.831846224726591E12,3.5238750000000003
2011-12-20,7.915308680109575E12,3.981072424242424
2011-12-21,8.05702218194293E12,3.8821
2011-12-22,8.125109656462933E12,3.908236249999999
2011-12-23,8.393321396627014E12,3.94678
2011-12-24,8.3462795831536455E12,3.94
2011-12-25,8.502914420681688E12,4.225
2011-12-26,8.72623917126528E12,4.011599411764705
2011-12-27,8.92903980577874E12,4.107745
2011-12-28,9.015765702469314E12,4.183901479291041
2011-12-29,8.93879638710839E12,4.166566666666666
2011-12-30,8.835161791841553E12,4.2478428571428575
2011-12-31,8.877562491405543E12,4.721629090909091
2012-01-01,8.759284982814935E12,5.27839909090909
2012-01-02,8.562288481588553E12,5.21678
2012-01-03,8.617076243780016E12,4.883427777777778
2012-01-04,8.619694224530193E12,5.58749
2012-01-05,8.645396172144151E12,6.982924814814817
2012-01-06,8.967211275265158E12,6.696863333333334
2012-01-07,9.249579140869791E12,6.811656666666668
2012-01-08,9.367596980195469E12,7.13009076923077
2012-01-09,9.475883799764143E12,6.3162949999999976
2012-01-10,9.420303652882447E12,6.449687599999999
2012-01-11,9.701546042764719E12,6.899966666666668
2012-01-12,9.829487292986506E12,6.797846666666668
2012-01-13,9.521688216501951E12,6.413502074303406
2012-01-14,9.397367661133064E12,6.750014999999999
2012-01-15,9.35718542663416E12,7.0275609090909095
2012-01-16,9.297084728916033E12,6.648461904761903
2012-01-17,9.459330147215652E12,5.56730760869565
2012-01-18,9.405210831778613E12,5.9170500000000015
2012-01-19,9.159761357912701E12,6.3543171428571465
2012-01-20,9.20768633929046E12,6.37286
2012-01-21,9.438604731944783E12,6.165864
2012-01-22,9.454563831468799E12,6.3065940000000005
2012-01-23,9.47428520199198E12,6.343111578947367
2012-01-24,9.297431054397086E12,6.2675833333333335
2012-01-25,9.656927022557104E12,5.795209444444442
2012-01-26,9.518569493417422E12,5.335037058823528
2012-01-27,9.58182960712242E12,5.288307142857144
2012-01-28,9.390644970708098E12,5.630534444444443
2012-01-29,9.67186869169884E12,5.38777
2012-01-30,9.683663613170014E12,5.490466666666666
2012-01-31,9.902560500444621E12,5.4956314285714285
2012-02-01,9.735633661948527E12,6.07439125
2012-02-02,9.97387498529588E12,6.100066666666666
2012-02-03,1.0204185970325045E13,5.95465
2012-02-04,1.034920101935171E13,5.872845
2012-02-05,1.0270176182791416E13,5.684396666666667
2012-02-06,1.0007949470598342E13,5.48982
2012-02-07,9.977854593719166E12,5.633037777777778
2012-02-08,1.0050654384341695E13,5.59998
2012-02-09,9.928404830212693E12,5.839615431034474
2012-02-10,9.87433392834099E12,5.9169264
2012-02-11,9.811662712432672E12,5.6005
2012-02-12,9.88752834438274E12,5.51468
2012-02-13,9.934066169802693E12,5.2851921875
2012-02-14,9.854576332966395E12,4.433381818181816
2012-02-15,9.811952830935678E12,4.271745454545455
2012-02-16,9.801374609104123E12,4.26945
2012-02-17,9.639464108076453E12,4.39621
2012-02-18,1.0035295079330307E13,4.2372890909090914
2012-02-19,1.0073858204660596E13,4.3784025
2012-02-20,1.004955297486108E13,4.3729900000000015
2012-02-21,9.977797227288598E12,4.3025400000000005
2012-02-22,1.0200720866030076E13,4.446645833333334
