Date,Open,High,Low,Close,Adj Close,Volume,BTC total supply,BTC market cap,BTC average daily block size,BTC average computing power of the entire network,BTC average daily transaction fee,BTC mining difficulty,BTC number of daily active addresses,Number of new addresses added per day on BTC,BTC total addresses,BTC number of daily transactions on the chain,BTC full node data size,BTC daily transaction volume on the chain
2017-12-20,17760.30078125,17934.69921875,16077.7001953125,16624.599609375,16624.599609375,22149699584,16753550.0,278521682499.41406,1074976.2357142856,1.4029809632496271e+19,0.0022112222658515,1873105475221.611,1045304.0,634654,348097226,382108,148341.035162,1549734.45104762
2017-12-21,16642.400390625,17567.69921875,15342.7001953125,15802.900390625,15802.900390625,16516599808,16755200.0,264779987587.54187,1037836.3181818182,1.3656547456554807e+19,0.0030333853217523,1873105475221.611,976543.0,578586,348675812,340557,148478.029556,1278047.71578637
2017-12-22,15898.0,15943.400390625,11833.0,13831.7998046875,13831.7998046875,22197999616,16756937.5,231778768481.58652,1062862.2302158272,1.3605056522336838e+19,0.0040166669664312,1873105475221.611,1029898.0,584506,349260318,352232,148625.767406,1265354.39515177
2017-12-23,13948.7001953125,15603.2001953125,13828.7998046875,14699.2001953125,14699.2001953125,13086000128,16758812.5,246340730822.50977,1060481.58,1.3687522402270368e+19,0.0035114777760349,1873105475221.611,1038197.0,532318,349792636,341071,148784.839643,1222229.14042652
2017-12-24,14608.2001953125,14626.0,12747.7001953125,13925.7998046875,13925.7998046875,11572299776,16760675.0,233405444548.7618,1061420.9395973154,1.3586676572116593e+19,0.0032561960334908,1873105475221.611,1026951.0,469394,350262030,305934,148942.991363,1271080.1100254
2017-12-25,13995.900390625,14593.0,13448.900390625,14026.599609375,14026.599609375,10664699904,16762412.5,235119910537.46176,1054350.0431654677,1.345651935635447e+19,0.00306296012441,1873105475221.611,896562.0,347046,350609076,230528,149089.546019,1475747.14262636
2017-12-26,14036.599609375,16461.19921875,14028.900390625,16099.7998046875,16099.7998046875,13454300160,16764125.0,269899089143.14655,1048285.5766423356,1.3185024740994988e+19,0.0030118518733675,1873105475221.611,863239.0,345736,350954812,225503,149233.161143,1327891.08333503
2017-12-27,16163.5,16930.900390625,15114.2998046875,15838.5,15838.5,12487600128,16766125.0,265549828736.89655,1062279.5875,1.341140947776826e+19,0.0025796225540312,1873105475221.611,1042150.0,503272,351458084,306813,149403.125877,1906515.50281543
2017-12-28,15864.099609375,15888.400390625,13937.2998046875,14606.5,14606.5,12336499712,16767962.5,244921719130.1461,1091296.6462585034,1.3558074766895737e+19,0.0026478359655002,1873105475221.611,972125.0,488452,351946536,296872,149563.546484,1490332.81321776
2017-12-29,14695.7998046875,15279.0,14307.0,14656.2001953125,14656.2001953125,13025500160,16769937.5,245783872423.8281,1054030.1329113925,1.3735659777799365e+19,0.0023472363488478,1873105475221.611,1037211.0,533853,352480389,333366,149730.083245,1472356.2372872
2017-12-30,14681.900390625,14681.900390625,12350.099609375,12952.2001953125,12952.2001953125,14452599808,16771800.0,217230957815.081,1034305.7651006712,1.3784035381952215e+19,0.0021786335242096,1873105475221.611,1016131.0,568913,353049302,358225,149884.194804,1390854.05387044
2017-12-31,12897.7001953125,14377.400390625,12755.599609375,14156.400390625,14156.400390625,12136299520,16773825.0,237457670771.1914,1041866.024691358,1.3973742464442327e+19,0.0020451366549973,1873105475221.611,1008576.0,473556,353522858,306215,150052.9771,1294107.57792878
2018-01-01,14112.2001953125,14112.2001953125,13154.7001953125,13657.2001953125,13657.2001953125,10291200000,16775837.5,229111479043.79883,1037935.3229813664,1.44389773910357e+19,0.0018371843770756,1931136454487.7163,978582.0,393040,353915898,256845,150220.084687,1005956.45117023
2018-01-02,13625.0,15444.599609375,13163.599609375,14982.099609375,14982.099609375,16846600192,16777887.5,251368014529.1992,1039804.756097561,1.480788007464792e+19,0.0020244700494538,1931136454487.7163,1051308.0,474904,354390802,287743,150390.612667,1239398.46716079
2018-01-03,14978.2001953125,15572.7998046875,14844.5,15201.0,15201.0,16871900160,16779750.0,255068799498.73737,1060767.375838926,1.4742478737101812e+19,0.001861338671743,1931136454487.7163,1065712.0,610896,355001698,370079,150548.667006,1545165.7909069
2018-01-04,15270.7001953125,15739.7001953125,14522.2001953125,15599.2001953125,15599.2001953125,21783199744,16782012.5,261785644894.01324,1065574.458563536,1.5384259112372597e+19,0.0018381231034052,1931136454487.7163,1311873.0,750725,355752423,457201,150741.535983,1448954.43308607
2018-01-05,15477.2001953125,17705.19921875,15202.7998046875,17429.5,17429.5,23840899072,16783862.5,292534528129.6387,1066187.560810811,1.5325099378504745e+19,0.0019238980606596,1931136454487.7163,1107834.0,626377,356378800,369471,150899.331742,1592188.08035507
2018-01-06,17462.099609375,17712.400390625,16764.599609375,17527.0,17527.0,18314600448,16785937.5,294206503646.9345,1056349.030120482,1.5229790170540587e+19,0.0020151392018233,1931136454487.7163,1157846.0,611714,356990514,366360,151074.685681,1587282.14454172
2018-01-07,17527.30078125,17579.599609375,16087.7001953125,16477.599609375,16477.599609375,15866000384,16787950.0,276624921628.5019,1046397.105590062,1.5509077175497355e+19,0.0018708479539001,1931136454487.7163,1098276.0,592280,357582794,350457,151243.155615,2305299.93642278
2018-01-08,16476.19921875,16537.900390625,14208.2001953125,15170.099609375,15170.099609375,18413899776,16789887.5,254704003463.292,1058638.3612903226,1.5345792867778157e+19,0.0019635754335379,1931136454487.7163,1105045.0,557634,358140428,329579,151407.244561,1999935.5541208696
2018-01-09,15123.7001953125,15497.5,14424.0,14595.400390625,14595.400390625,16659999744,16792025.0,245086738205.97455,1050314.619883041,1.5749431732348803e+19,0.0020883858242019,1931136454487.7163,1169902.0,619179,358759607,366227,151586.848361,1529091.66528471
2018-01-10,14588.5,14973.2998046875,13691.2001953125,14973.2998046875,14973.2998046875,18500800512,16794200.0,251465034395.7871,1053905.8908045976,1.5673934044937753e+19,0.0021014429501366,1931136454487.7163,1163374.0,610811,359370418,363834,151770.227986,1543537.50059283
2018-01-11,14968.2001953125,15018.7998046875,13105.900390625,13405.7998046875,13405.7998046875,16534099968,16796400.0,225169192242.1875,1059982.6761363635,1.6039644839307686e+19,0.0020256564991323,1931136454487.7163,1139088.0,548055,359918473,332509,151956.784937,1241212.71494537
2018-01-12,13453.900390625,14229.900390625,13158.099609375,13980.599609375,13980.599609375,12065699840,16798550.0,234854375737.21387,1060306.284883721,1.6138846688693633e+19,0.0020789243603453,1931136454487.7163,1121642.0,498508,360416981,300928,152139.157618,1220524.01500945
2018-01-13,13952.400390625,14659.5,13952.400390625,14360.2001953125,14360.2001953125,12763599872,16800737.5,241261264836.187,1034969.1314285714,1.6581042497509695e+19,0.0019915688098484,2227847638503.6284,1084284.0,472612,360889593,294097,152320.277216,962947.19690994
2018-01-14,14370.7998046875,14511.7998046875,13268.0,13772.0,13772.0,11084099584,16802537.5,231403808057.2808,1030518.2916666666,1.6709961093343298e+19,0.0020707234411172,2227847638503.6284,903003.0,383236,361272829,234729,152468.67185,935738.52075925
2018-01-15,13767.2998046875,14445.5,13641.7001953125,13819.7998046875,13819.7998046875,12750799872,16804412.5,232234108902.11865,1053892.08,1.671134747688224e+19,0.0019384618864101,2227847638503.6284,923826.0,425533,361698362,260569,152626.755662,933284.76750859
2018-01-16,13836.099609375,13843.099609375,10194.900390625,11490.5,11490.5,18853799936,16806200.0,193112478127.58105,1059175.076923077,1.6658843229326424e+19,0.0019419358587522,2227847638503.6284,902983.0,443766,362142128,276238,152778.217698,1653848.00709291
2018-01-17,11431.099609375,11678.0,9402.2900390625,11188.599609375,11188.599609375,18830600192,16808537.5,188064390056.84677,1053318.0909090908,1.7212416314348e+19,0.0020875203925031,2227847638503.6284,1176411.0,519968,362662096,327284,152975.188181,1726585.62718585
2018-01-18,11198.7998046875,12107.2998046875,10942.5,11474.900390625,11474.900390625,15020399616,16810650.0,192900829751.3672,1049084.2603550295,1.7410709588316936e+19,0.0021509555717546,2227847638503.6284,1043698.0,505557,363167653,323338,153152.483421,1437995.49351402
2018-01-19,11429.7998046875,11992.7998046875,11172.099609375,11607.400390625,11607.400390625,10740400128,16812437.5,195149366759.13623,1070562.6083916083,1.7366900521845613e+19,0.002031851579648,2227847638503.6284,896366.0,394095,363561748,252379,153305.573874,1051376.84312047
2018-01-20,11656.2001953125,13103.0,11656.2001953125,12899.2001953125,12899.2001953125,11801700352,16814950.0,216899521270.1172,1045544.686567164,1.8239082686289992e+19,0.0019298285174642,2227847638503.6284,1078506.0,380852,363942600,252945,153515.728356,979598.24947123
2018-01-21,12889.2001953125,12895.900390625,11288.2001953125,11600.099609375,11600.099609375,9935179776,16817162.5,195081285683.45813,1149581.4011299436,1.877566518073315e+19,0.0014983128754727,2227847638503.6284,973757.0,349054,364291654,225549,153719.204264,813910.195548
2018-01-22,11633.099609375,11966.400390625,10240.2001953125,10931.400390625,10931.400390625,10537400320,16819350.0,183859591189.9346,1033924.7942857144,1.916382183397956e+19,0.0015211310065387,2227847638503.6284,946143.0,343571,364635225,223131,153900.141103,880402.61057817
2018-01-23,10944.5,11377.599609375,10129.7001953125,10868.400390625,10868.400390625,9660609536,16821712.5,182824696019.59903,1092804.052910053,1.960922391258141e+19,0.0009761741416279682,2227847638503.6284,955238.0,387888,365023113,299969,154106.681069,1151033.40131047
2018-01-24,10903.400390625,11501.400390625,10639.7998046875,11359.400390625,11359.400390625,9940989952,16823800.0,191108000990.38763,1052068.646706587,1.9514640559404933e+19,0.0012645091904914,2227847638503.6284,918649.0,357814,365380927,237008,154282.376533,1117703.5566878
2018-01-25,11421.7001953125,11785.7001953125,11057.400390625,11259.400390625,11259.400390625,8873169920,16825875.0,189449920808.43372,1112872.8855421687,1.9742646128754352e+19,0.0009710023810508296,2603077300218.5933,858212.0,363666,365744593,241847,154467.113432,886987.98955985
2018-01-26,11256.0,11656.7001953125,10470.2998046875,11171.400390625,11171.400390625,9746199552,16827712.5,187989130429.18024,1053597.2789115647,1.949497439518951e+19,0.000980132204193026,2603077300218.5933,776714.0,329894,366074487,215453,154621.992232,935162.11907838
2018-01-27,11174.900390625,11614.900390625,10989.2001953125,11440.7001953125,11440.7001953125,7583269888,16829725.0,192543690177.0508,1043535.5590062112,1.96888931939652e+19,0.0008956175713214146,2603077300218.5933,884880.0,399503,366473990,201307,154790.001457,773793.9307186
2018-01-28,11475.2998046875,12040.2998046875,11475.2998046875,11786.2998046875,11786.2998046875,8350360064,16831412.5,198380846396.9836,1049138.0296296296,1.9311065788083147e+19,0.0007851665185055779,2603077300218.5933,708131.0,294973,366768963,200345,154931.635091,632238.60989019
2018-01-29,11755.5,11875.599609375,11179.2001953125,11296.400390625,11296.400390625,7107359744,16833387.5,190156718008.25195,1016775.6075949369,1.9281664433446035e+19,0.000640738649440998,2603077300218.5933,779271.0,340510,367109473,232289,155092.285637,1097997.92237832
2018-01-30,11306.7998046875,11307.2001953125,10036.2001953125,10106.2998046875,10106.2998046875,8637859840,16835600.0,170146097781.25,974860.768361582,2.01102688792593e+19,0.0006122098063072389,2603077300218.5933,824968.0,335350,367444823,227009,155264.835993,721686.73299314
2018-01-31,10108.2001953125,10381.599609375,9777.419921875,10221.099609375,10221.099609375,8041160192,16837312.5,172096275726.5625,1037752.211678832,1.980341569565956e+19,0.0007614168727792922,2603077300218.5933,751820.0,356137,367800960,236974,155407.008046,874289.66451185
2018-02-01,10237.2998046875,10288.7998046875,8812.2802734375,9170.5400390625,9170.5400390625,9959400448,16838987.5,154422674863.2758,1066921.1044776118,1.944621867059721e+19,0.0008423277294045405,2603077300218.5933,724175.0,343145,368144105,224734,155549.975474,860415.04805915
2018-02-02,9142.2802734375,9142.2802734375,7796.490234375,8830.75,8830.75,12726899712,16841112.5,148719637763.01816,1024254.6058823528,1.974228446533616e+19,0.0010470900276859,2603077300218.5933,884190.0,369357,368513462,247057,155724.098757,1204157.28793656
2018-02-03,8852.1201171875,9430.75,8251.6298828125,9174.91015625,9174.91015625,7263790080,16843125.0,154534224418.9453,1022361.2173913044,1.9850186513273483e+19,0.0009469628305154368,2603077300218.5933,725065.0,304715,368818177,214226,155888.698913,813986.99696309
2018-02-04,9175.7001953125,9334.8701171875,8031.22021484375,8277.009765625,8277.009765625,7073549824,16845162.5,139427640317.54028,973524.0674846624,2.002922678866801e+19,0.0006200893128038319,2603077300218.5933,671263.0,241859,369060036,167856,156047.383336,585173.1430115399
2018-02-05,8270.5400390625,8364.83984375,6756.68017578125,6955.27001953125,6955.27001953125,9285289984,16847562.5,117179362811.06354,1061881.9270833333,2.063874401343085e+19,0.0007672355347003942,2603077300218.5933,819395.0,286066,369346102,200430,156251.264666,1047267.14272453
2018-02-06,7051.75,7850.7001953125,6048.259765625,7754.0,7754.0,13999800320,16849712.5,130652662497.62238,1089289.6453488371,2.147530263530202e+19,0.0007457527399925333,2603077300218.5933,977614.0,347945,369694047,241070,156438.622485,1763839.22462098
2018-02-07,7755.490234375,8509.1103515625,7236.7900390625,7621.2998046875,7621.2998046875,9169280000,16851462.5,128430113686.01624,1087703.2714285713,2.173166516570243e+19,0.000586112016057336,2874674234415.9414,845215.0,329593,370023640,219339,156590.900943,950407.09543155
2018-02-08,7637.85986328125,8558.76953125,7637.85986328125,8265.58984375,8265.58984375,9346750464,16853325.0,139302606120.1172,1044209.3758389262,2.16033038266308e+19,0.0005349504728771674,2874674234415.9414,828523.0,288108,370311748,197472,156746.48814,947665.47360919
2018-02-09,8271.83984375,8736.98046875,7884.7099609375,8736.98046875,8736.98046875,6784820224,16854925.0,147261150527.2461,1069495.2265625,2.1210983385086763e+19,0.0004761310340170114,2874674234415.9414,728002.0,268031,370579779,171767,156883.383529,1057104.3331693
2018-02-10,8720.080078125,9122.5498046875,8295.4697265625,8621.900390625,8621.900390625,7780960256,16856562.5,145335520495.86853,1066770.0076335878,2.093249049967891e+19,0.000515504326566008,2874674234415.9414,736763.0,285680,370865459,187962,157023.1304,1016343.63572927
2018-02-11,8616.1298828125,8616.1298828125,7931.10009765625,8129.97021484375,8129.97021484375,6122189824,16858525.0,137059363738.0682,987427.0191082804,2.086170242779376e+19,0.00044220452665017537,2874674234415.9414,774789.0,222679,371088138,150787,157178.156442,1334498.86447386
2018-02-12,8141.43017578125,8985.919921875,8141.43017578125,8926.5703125,8926.5703125,6256439808,16860537.5,150506789965.61948,1021356.850931677,2.0632098166402167e+19,0.0003806085066431954,2874674234415.9414,848463.0,261304,371349442,167013,157342.594895,1066126.31679769
2018-02-13,8926.7197265625,8958.4697265625,8455.41015625,8598.3095703125,8598.3095703125,5696719872,16862662.5,144990375887.25586,1062158.7352941176,2.1030508400144617e+19,0.0003867402041198407,2874674234415.9414,911812.0,305677,371655119,197629,157523.16188,1312986.45845784
2018-02-14,8599.919921875,9518.5400390625,8599.919921875,9494.6298828125,9494.6298828125,7909819904,16864675.0,160123797810.77768,1029443.8136645964,2.1477399819083887e+19,0.00034120573082281933,2874674234415.9414,864122.0,272193,371927312,181583,157688.902334,1136336.40857605
2018-02-15,9488.3203125,10234.7998046875,9395.580078125,10166.400390625,10166.400390625,9062540288,16866500.0,171471542774.9445,1022713.8150684932,2.180369862537941e+19,0.0002982934604417254,2874674234415.9414,821738.0,290453,372217765,192880,157838.218551,879930.4196939
2018-02-16,10135.7001953125,10324.099609375,9824.8203125,10233.900390625,10233.900390625,7296159744,16868400.0,172629821864.0625,1026509.6710526316,2.222292714864422e+19,0.00031951524480719663,2874674234415.9414,777916.0,301367,372519132,197870,157994.248021,709952.035519
2018-02-17,10207.5,11139.5,10149.400390625,11112.7001953125,11112.7001953125,8660880384,16870512.5,187476239124.1322,954468.4260355028,2.256959114226925e+19,0.00030157162488797154,2874674234415.9414,822120.0,273707,372792839,184105,158155.553185,957065.19247683
2018-02-18,11123.400390625,11349.7998046875,10326.0,10551.7998046875,10551.7998046875,8744009728,16872350.0,178033066266.10663,983448.31292517,2.2487297466372424e+19,0.0002764198046992332,2874674234415.9414,709166.0,242946,373035785,163133,158300.120087,1336942.13718255
2018-02-19,10552.599609375,11273.7998046875,10513.2001953125,11225.2998046875,11225.2998046875,7652089856,16874437.5,189420801241.4174,1000501.8982035927,2.2465337492421026e+19,0.0002751597553347833,2874674234415.9414,796482.0,261796,373297581,170110,158467.203904,1413875.10693376
2018-02-20,11231.7998046875,11958.5,11231.7998046875,11403.7001953125,11403.7001953125,9926540288,16876000.0,192448432484.375,1028167.32,2.184939517886969e+19,0.0002800429409647419,3007383866429.732,705249.0,290260,373587841,188921,158595.724819,1082525.20075807
2018-02-21,11372.2001953125,11418.5,10479.099609375,10690.400390625,10690.400390625,9405339648,16878237.5,180435232141.596,986385.530726257,2.209056269950292e+19,0.00021717761673606837,3007383866429.732,742818.0,326156,373913997,215893,158772.287829,1112655.79478575
2018-02-22,10660.400390625,11039.099609375,9939.08984375,10005.0,10005.0,8040079872,16880300.0,168887335561.32812,906588.4303030304,2.291038441218623e+19,0.0002006774962050504,3007383866429.732,736981.0,298315,374212312,194996,158921.87492,1007750.26934135
2018-02-23,9937.0703125,10487.2998046875,9734.5595703125,10301.099609375,10301.099609375,7739500032,16882075.0,173903903215.13672,1014980.9507042252,2.268734642764509e+19,0.00040643666486315133,3007383866429.732,733444.0,268602,374480914,182976,159066.002215,999914.25190778
2018-02-24,10287.7001953125,10597.2001953125,9546.9697265625,9813.0703125,9813.0703125,6917929984,16883850.0,165682440172.05707,1029800.8450704224,2.266050509334536e+19,0.000539778200254818,3007383866429.732,722154.0,237270,374718184,161684,159212.233935,631336.56334243
2018-02-25,9796.419921875,9923.2197265625,9407.0595703125,9664.73046875,9664.73046875,5706939904,16885875.0,163197463584.31296,860634.438271605,2.275084146474202e+19,0.00031958696729570026,3007383866429.732,508630.0,213239,374931423,146892,159351.656714,401773.80538492
2018-02-26,9669.4296875,10475.0,9501.73046875,10366.7001953125,10366.7001953125,7287690240,16887700.0,175069112688.28125,797951.9589041095,2.2753583122257007e+19,0.00024118176478679507,3007383866429.732,564794.0,248827,375180250,167210,159468.1577,580597.51306779
2018-02-27,10393.900390625,10878.5,10246.099609375,10725.599609375,10725.599609375,6966179840,16889725.0,181151801095.3125,1001922.0370370372,2.303011914207941e+19,0.00025936621741010606,3007383866429.732,739522.0,321025,375501275,215059,159630.46907,737874.72674389
2018-02-28,10687.2001953125,11089.7998046875,10393.099609375,10397.900390625,10397.900390625,6936189952,16891762.5,175639457748.2046,1052666.5889570552,2.2987872263965635e+19,0.00022281857497220869,3007383866429.732,753278.0,317879,375819154,217694,159802.053724,722886.2187420999
2018-03-01,10385.0,11052.2998046875,10352.7001953125,10951.0,10951.0,7317279744,16893612.5,185001719520.22607,1093784.3310810812,2.295342542923836e+19,0.00026575945475438656,3007383866429.732,826463.0,300725,376119879,203633,159963.933805,1066680.35072208
2018-03-02,10977.400390625,11189.0,10850.099609375,11086.400390625,11086.400390625,7620590080,16895687.5,187312950488.97607,863273.0903614458,2.3571380371764675e+19,0.0002170952813352623,3007383866429.732,750314.0,315861,376435740,205982,160107.237138,758380.35235871
2018-03-03,11101.900390625,11528.2001953125,11002.400390625,11489.7001953125,11489.7001953125,6690570240,16897875.0,194151996241.0513,974905.0285714286,2.3887460412452205e+19,0.00019768009800396092,3007383866429.732,878333.0,276805,376712545,186319,160277.845518,608242.56751192
2018-03-04,11497.400390625,11512.599609375,11136.099609375,11512.599609375,11512.599609375,6084149760,16899737.5,194559482246.14255,995527.3489932886,2.3959815219522474e+19,0.00022338870841172076,3007383866429.732,791417.0,237364,376949909,155212,160426.179093,496844.58363245
2018-03-05,11532.400390625,11704.099609375,11443.900390625,11573.2998046875,11573.2998046875,6468539904,16901637.5,195607371362.12064,999242.105263158,2.4055303681830777e+19,0.00022848823342172064,3290605988755.001,822932.0,266534,377216443,176873,160578.063893,515865.08292862
2018-03-06,11500.099609375,11500.099609375,10694.2998046875,10779.900390625,10779.900390625,6832169984,16903525.0,182217539905.09595,1037926.715231788,2.3860152083109425e+19,0.000196076751876407,3290605988755.001,895682.0,314985,377531428,210109,160734.790827,748785.8000878299
2018-03-07,10803.900390625,10929.5,9692.1201171875,9965.5703125,9965.5703125,8797910016,16905650.0,168474443753.51562,1015472.1352941176,2.4881933464380604e+19,0.00016598125264183946,3290605988755.001,866622.0,305155,377836583,219544,160907.42109,628285.23155019
2018-03-08,9951.4404296875,10147.400390625,9335.8701171875,9395.009765625,9395.009765625,7186089984,16907550.0,158846580851.4714,1026784.2894736842,2.494410802181658e+19,0.00016235602288181862,3290605988755.001,889251.0,295715,378132298,201470,161063.492302,724772.0301899
2018-03-09,9414.6904296875,9466.349609375,8513.0302734375,9337.5498046875,9337.5498046875,8704190464,16909450.0,157892798518.56125,1036275.3157894736,2.5014895291158934e+19,0.0001965980527917112,3290605988755.001,883777.0,288852,378421150,206737,161221.00615,867211.18691205
2018-03-10,9350.58984375,9531.3203125,8828.4697265625,8866.0,8866.0,5386319872,16911237.5,149935064704.8453,1002675.020979021,2.463714716742713e+19,0.0002468596448,3290605988755.001,817174.0,242831,378663981,165625,161364.388678,487457.10843143
2018-03-11,8852.7802734375,9711.8896484375,8607.1201171875,9578.6298828125,9578.6298828125,6296370176,16912912.5,162002529077.8508,1038546.4402985076,2.452015363255596e+19,0.00025782549897443457,3290605988755.001,796048.0,212784,378876765,149186,161503.553901,424018.502033
2018-03-12,9602.9296875,9937.5,8956.4296875,9205.1201171875,9205.1201171875,6457399808,16915075.0,155705247610.35156,997515.5317919076,2.519926142398661e+19,0.00018023840419891847,3290605988755.001,950803.0,256794,379133559,179189,161676.124088,654147.82741432
2018-03-13,9173.0400390625,9470.3798828125,8958.1904296875,9194.849609375,9194.849609375,5991139840,16917125.0,155550420198.08264,846071.6463414634,2.5467019033266823e+19,0.00029621023605045174,3290605988755.001,744112.0,261610,379395169,183859,161814.879838,630004.23115901
2018-03-14,9214.650390625,9355.849609375,8068.58984375,8269.8095703125,8269.8095703125,6438230016,16918912.5,139916118422.23553,825652.8671328671,2.501734429627217e+19,0.0002077123019624696,3290605988755.001,609350.0,287215,379682384,202449,161932.948198,598358.9664245
2018-03-15,8290.759765625,8428.349609375,7783.0498046875,8300.8603515625,8300.8603515625,6834429952,16920737.5,140456629460.55826,748088.2465753425,2.4591336522573005e+19,0.00017426042342819065,3290605988755.001,603276.0,295396,379977780,204096,162042.169082,906230.62657864
2018-03-16,8322.91015625,8585.150390625,8005.31005859375,8338.349609375,8338.349609375,5289379840,16922587.5,141106533500.10333,697041.9189189189,2.457915986312617e+19,0.00017015143177615265,3290605988755.001,600636.0,271859,380249639,190344,162145.331286,553261.85129855
2018-03-17,8321.91015625,8346.5302734375,7812.81982421875,7916.8798828125,7916.8798828125,4426149888,16924537.5,133989546987.60904,582695.9102564103,2.5142957977078817e+19,0.0001467280217737971,3290605988755.001,491429.0,243945,380493584,166806,162236.231848,500463.46915889
2018-03-18,7890.52001953125,8245.509765625,7397.990234375,8223.6796875,8223.6796875,6639190016,16926350.0,139196913737.8776,652178.6,2.4874778927298507e+19,0.00015028692991468263,3462542391191.563,463585.0,219158,380712742,156709,162330.797745,425675.58298622
2018-03-19,8344.1201171875,8675.8701171875,8182.39990234375,8630.650390625,8630.650390625,6729110016,16928312.5,146102297296.12384,659078.5605095541,2.498531112260162e+19,0.00015638948911597268,3462542391191.563,570581.0,268737,380981479,183388,162434.273079,633351.8758487899
2018-03-20,8619.669921875,9051.01953125,8389.8896484375,8913.4697265625,8913.4697265625,6361789952,16929937.5,150904468845.70312,782795.8538461538,2.4330845766439264e+19,0.00015627044479892184,3462542391191.563,556151.0,278782,381260261,189951,162536.03654,608919.80638418
2018-03-21,8937.48046875,9177.3701171875,8846.330078125,8929.2802734375,8929.2802734375,6043129856,16931837.5,151189122581.84164,690394.2171052631,2.4726896905920893e+19,0.0001677645304297678,3462542391191.563,584570.0,292699,381552960,202877,162640.976461,680643.88909469
2018-03-22,8939.4404296875,9100.7099609375,8564.900390625,8728.4697265625,8728.4697265625,5530390016,16933637.5,147804709205.86508,769079.5763888889,2.512983110926381e+19,0.00015335418804508322,3462542391191.563,576956.0,273845,381826805,188274,162751.72392,585588.61239762
2018-03-23,8736.25,8879.6201171875,8360.6201171875,8879.6201171875,8879.6201171875,5954120192,16935237.5,150378459056.11496,878551.5546875,2.4591991044168008e+19,0.0001477594775961163,3462542391191.563,621307.0,260842,382087647,179210,162864.178519,582992.8745731
2018-03-24,8901.9501953125,8996.1796875,8665.7001953125,8668.1201171875,8668.1201171875,5664600064,16937212.5,146813742779.58984,604710.9050632912,2.4819558795497038e+19,0.00013595288069311336,3462542391191.563,537055.0,246419,382334066,168515,162959.722842,441804.45507012
2018-03-25,8612.8095703125,8682.009765625,8449.099609375,8495.7802734375,8495.7802734375,4569880064,16938950.0,143909597262.78647,590842.8273381295,2.478933715524534e+19,0.00014628014893994817,3462542391191.563,468601.0,208001,382542067,140795,163041.849995,666696.0015376899
2018-03-26,8498.4697265625,8530.080078125,7921.43017578125,8209.400390625,8209.400390625,5921039872,16940725.0,139073111714.0446,648233.2394366197,2.4452905699865883e+19,0.0001533141557971459,3462542391191.563,519201.0,239237,382781304,162994,163133.899115,659027.49968042
2018-03-27,8200.0,8232.7802734375,7797.27978515625,7833.0400390625,7833.0400390625,5378250240,16942575.0,132711893158.10796,772802.25,2.487369953833768e+19,0.0001508472756252552,3462542391191.563,592596.0,274931,383056235,191042,163248.273848,766293.64509419
2018-03-28,7836.830078125,8122.89013671875,7809.169921875,7954.47998046875,7954.47998046875,4935289856,16944450.0,134784329673.42458,734081.2933333333,2.479819476643581e+19,0.00012963547889418002,3462542391191.563,582907.0,270618,383326853,185636,163358.386042,711523.10897032
2018-03-29,7979.06982421875,7994.330078125,7081.3798828125,7165.7001953125,7165.7001953125,6361229824,16946275.0,121431917802.74982,678684.0821917808,2.485996345288203e+19,0.00014225972572993382,3462542391191.563,549801.0,269806,383596659,186969,163457.473918,575122.30832399
2018-03-30,7171.4501953125,7276.66015625,6683.93017578125,6890.52001953125,6890.52001953125,6289509888,16948287.5,116782506039.99023,673114.9316770186,2.564807019244313e+19,0.00013687607965681163,3462542391191.563,598327.0,268279,383864938,191848,163565.845422,836974.8056106
2018-03-31,6892.47998046875,7207.85009765625,6863.52001953125,6973.52978515625,6973.52978515625,4553269760,16950000.0,118201371240.192,632243.3722627737,2.5152572978230518e+19,0.0001368560008327995,3462542391191.563,475712.0,222137,384087075,156100,163652.462764,495499.10663453
2018-04-01,7003.06005859375,7060.9501953125,6526.8701171875,6844.22998046875,6844.22998046875,4532100096,16951850.0,116022318608.01424,523360.2905405405,2.547206469058924e+19,0.00013269445697798284,3511060552899.72,437239.0,203609,384290684,141753,163729.920087,553977.37184142
2018-04-02,6844.85986328125,7135.47021484375,6816.580078125,7083.7998046875,7083.7998046875,4333440000,16953875.0,120097856413.73868,514425.0925925926,2.5868921890226987e+19,0.00013279757412783163,3511060552899.72,465908.0,218958,384509642,154328,163813.256952,839430.35198312
2018-04-03,7102.259765625,7530.93994140625,7072.490234375,7456.10986328125,7456.10986328125,5499700224,16955850.0,126424639029.284,623853.7531645569,2.6128589847581463e+19,0.00012606990209148794,3511060552899.72,541085.0,270852,384780494,187522,163911.825845,878832.76598774
2018-04-04,7456.41015625,7469.8798828125,6803.8798828125,6853.83984375,6853.83984375,4936000000,16957625.0,116224879000.8172,789739.8169014085,2.637620363625065e+19,0.00013075981684504518,3511060552899.72,595707.0,277740,385058234,191914,164023.968899,763192.81700041
2018-04-05,6848.64990234375,6933.81982421875,6644.7998046875,6811.47021484375,6811.47021484375,5639320064,16959587.5,115519774798.55669,648907.3694267516,2.646438342495006e+19,0.00013402150983306033,3511060552899.72,524844.0,265494,385323728,184378,164125.847356,621530.99258143
