Date,Open,High,Low,Close,Adj Close,Volume,BTC total supply,BTC market cap,BTC average daily block size,BTC average computing power of the entire network,BTC average daily transaction fee,BTC mining difficulty,BTC number of daily active addresses,Number of new addresses added per day on BTC,BTC total addresses,BTC number of daily transactions on the chain,BTC full node data size,BTC daily transaction volume on the chain
2020-06-22,9300.9150390625,9655.0732421875,9296.8720703125,9648.7177734375,9648.7177734375,21104009514,18411693.75,174828053886.1875,1046933.7515923568,1.0791930506528643e+20,0.000110405106799227,15784744305477.408,809716.0,411195,665573831,293401,283967.455598,434701.44462321
2020-06-23,9644.076171875,9670.541015625,9547.2470703125,9629.658203125,9629.658203125,17006433272,18412568.75,178436387881.9375,1289418.3857142858,1.0938007840708483e+20,0.0001235425941313706,15784744305477.408,927673.0,488045,666061981,326618,284147.974172,674253.73104659
2020-06-24,9632.1494140625,9680.3671875,9278.2333984375,9313.6103515625,9313.6103515625,18961716076,18413487.5,170097168669.5,1302558.469387755,1.1191616897053404e+20,0.00014361943397041757,15784744305477.408,964283.0,470755,666532824,323976,284339.450267,575542.86282537
2020-06-25,9314.126953125,9340.1611328125,9095.32421875,9264.8134765625,9264.8134765625,18616048626,18414393.75,169973877365.4375,1250866.125,1.121772209667703e+20,0.00012699949970070256,15784744305477.408,894773.0,468506,667005209,317410,284521.03614,760257.08117244
2020-06-26,9260.9951171875,9310.5166015625,9101.73828125,9162.91796875,9162.91796875,18341465837,18415281.25,168363734509.0625,1266989.4436619717,1.1349625159927669e+20,0.00011389705666171944,15784744305477.408,875292.0,459461,667464758,311286,284700.948641,643329.51004428
2020-06-27,9167.82421875,9207.810546875,8998.216796875,9045.390625,9045.390625,17273093144,18416243.75,168064246350.8125,1078173.0194805197,1.1461283783917e+20,9.07344300035296e-05,15784744305477.408,821334.0,426358,667891185,303151,284866.987286,492058.07731131
2020-06-28,9048.4609375,9197.546875,8975.525390625,9143.58203125,9143.58203125,14560870760,18417137.5,168677405564.0,975099.7832167832,1.1474389035929512e+20,8.059713092122456e-05,15784744305477.408,710832.0,370626,668261896,264029,285006.426555,310983.64221841
2020-06-29,9140.029296875,9237.5732421875,9041.8759765625,9190.8544921875,9190.8544921875,16460547078,18418075.0,168062355844.5,1100347.74,1.1504639341448244e+20,8.768321992024383e-05,15784744305477.408,820559.0,420739,668682724,297908,285172.824684,438262.553757
2020-06-30,9185.5810546875,9217.8359375,9084.837890625,9137.9931640625,9137.9931640625,15735797744,18419056.25,168827227681.875,1232831.5384615385,1.1581399327699504e+20,0.00012051387121263557,15784744305477.408,978685.0,473107,669158828,324038,285365.146404,562055.85053034
2020-07-01,9145.9853515625,9309.7548828125,9104.7353515625,9228.3251953125,9228.3251953125,15971550355,18419981.25,170780119360.12497,1277703.0472972973,1.1606325408931157e+20,0.00015751008599198738,15784217546288.15,1004385.0,513544,669677438,340962,285554.246455,541680.02513291
2020-07-02,9231.1396484375,9274.962890625,9036.623046875,9123.41015625,9123.41015625,16338916796,18420981.25,166777853733.3125,1131334.06875,1.191074862415284e+20,0.00017137717513571372,15784217546288.15,935380.0,477859,670155412,326975,285735.259906,556491.28645513
2020-07-03,9124.8427734375,9202.3447265625,9058.794921875,9087.3037109375,9087.3037109375,13078970999,18422006.25,167675074466.8125,1169420.5426829269,1.1950048958767823e+20,0.00017284806662256095,15784217546288.15,945787.0,515441,670670925,349161,285927.044875,578190.83855038
2020-07-04,9084.2333984375,9183.2958984375,9053.6298828125,9132.48828125,9132.48828125,12290528515,18423025.0,167026460794.5,1139431.1595092025,1.212062677398548e+20,0.0001309011428263918,15784217546288.15,872459.0,448903,671119897,315901,286112.772154,422502.11764759
2020-07-05,9126.0908203125,9162.18359375,8977.015625,9073.9423828125,9073.9423828125,12903406143,18424018.75,166341437524.5625,934884.0251572328,1.2403926920693624e+20,9.636977313666057e-05,15784217546288.15,727467.0,369740,671489707,276466,286261.418714,299217.31373439
2020-07-06,9072.849609375,9375.474609375,9058.6640625,9375.474609375,9375.474609375,17889263252,18424987.5,167167147839.375,1135481.8193548387,1.2322848258120973e+20,0.00010093432594015545,15784217546288.15,915982.0,436398,671926470,306093,286437.418396,450657.68277616
2020-07-07,9349.1611328125,9360.6171875,9201.8154296875,9252.27734375,9252.27734375,13839652595,18426012.5,171287475159.49997,1122511.8719512196,1.2556217276052003e+20,0.00011526596110992666,15784217546288.15,975212.0,513446,672439916,342401,286621.510343,538626.68636888
2020-07-08,9253.0205078125,9450.3359375,9249.5,9428.3330078125,9428.3330078125,19702359883,18426950.0,173491761214.5,1233361.5933333333,1.2363374968856076e+20,0.00011875220883375583,15784217546288.15,979256.0,517075,672957033,354617,286806.514582,581198.10823321
2020-07-09,9427.994140625,9431.37890625,9234.9990234375,9277.9677734375,9277.9677734375,18000702524,18427993.75,169831284720.375,1264547.8975903615,1.2555571319578771e+20,0.00014521877152252246,15784217546288.15,1061044.0,529469,673491268,368277,287017.747616,626694.43905435
2020-07-10,9273.357421875,9287.4716796875,9118.001953125,9278.8076171875,9278.8076171875,16860035605,18428943.75,170326379688.9375,1196851.6578947369,1.239346566580306e+20,0.00016073722964235598,15784217546288.15,926294.0,477655,673969014,327113,287199.669068,547204.27494307
2020-07-11,9277.51171875,9293.5322265625,9199.4853515625,9240.3466796875,9240.3466796875,13249910444,18429950.0,170102909515.0,1162945.6397515528,1.2475847876000816e+20,0.00012157853676087958,15784217546288.15,923097.0,473121,674442209,336295,287386.903316,429732.63581687
2020-07-12,9241.0546875,9319.4189453125,9197.4501953125,9276.5,9276.5,14452361907,18430831.25,169905723728.0,1078531.1063829786,1.227635462003963e+20,9.525586016491864e-05,15784217546288.15,777553.0,401552,674843827,286323,287538.976202,291884.90810174
2020-07-13,9277.205078125,9306.4052734375,9224.29296875,9243.6142578125,9243.6142578125,17519821266,18431893.75,171223076990.625,1006361.8588235294,1.2276570351037532e+20,0.00010470059406397057,17345948872516.06,869582.0,431829,675275746,303671,287710.057718,845277.41911924
2020-07-14,9238.703125,9283.841796875,9171.6611328125,9243.2138671875,9243.2138671875,18085038362,18432712.5,170021128174.5,1266707.5877862596,1.2213838958820616e+20,0.0001675043638068223,17345948872516.06,926654.0,509642,675785469,332792,287875.996412,567190.35269496
2020-07-15,9241.8974609375,9275.3251953125,9171.93359375,9192.8369140625,9192.8369140625,15844731575,18433668.75,169463481869.0625,1301405.013071895,1.241424953469032e+20,0.00017395216081834305,17345948872516.06,1015013.0,517666,676303200,347336,288075.111379,539455.34710592
2020-07-16,9191.98046875,9214.3125,9088.947265625,9132.2275390625,9132.2275390625,15713967523,18434512.5,168023391977.625,1284388.525925926,1.223062067271354e+20,0.00022668457573271424,17345948872516.06,951004.0,527400,676830661,343722,288248.50383,554082.10098666
2020-07-17,9131.8125,9182.25390625,9089.2021484375,9151.392578125,9151.392578125,13944570749,18435250.0,168604372040.0,1270883.56779661,1.1947143021595995e+20,0.00024796634646585955,17345948872516.06,849872.0,465321,677296043,298927,288398.468091,556008.60467859
2020-07-18,9151.18359375,9230.9833984375,9100.82421875,9159.0400390625,9159.0400390625,12252601475,18436062.5,169136493308.75,1281331.2384615385,1.1732238201401555e+20,0.0002733657913531724,17345948872516.06,872017.0,468217,677764322,311675,288565.041152,428032.20379266
2020-07-19,9158.005859375,9201.3984375,9097.6328125,9185.8173828125,9185.8173828125,12939002784,18436875.0,168191682768.75,1290682.5615384616,1.1739200160203116e+20,0.0001832317371980877,17345948872516.06,855769.0,417335,678181721,288453,288732.829885,342707.5736594
2020-07-20,9187.220703125,9214.2705078125,9137.509765625,9164.2314453125,9164.2314453125,13755604146,18437743.75,169216818324.125,1310811.5179856117,1.1575482815432607e+20,0.0001971261069534566,17345948872516.06,899691.0,423472,678605260,283413,288915.032686,435850.25108377
2020-07-21,9162.5146484375,9407.2626953125,9149.3896484375,9374.8876953125,9374.8876953125,18069581956,18438556.25,172208371181.375,1280384.9,1.153329431737944e+20,0.0002979760193276637,17345948872516.06,927872.0,492123,679097441,324302,289081.482723,538118.28286132
2020-07-22,9375.080078125,9530.5185546875,9319.6533203125,9525.36328125,9525.36328125,16532254884,18439418.75,172265106634.625,1273727.7753623188,1.1393123428675515e+20,0.0003861006062808216,17345948872516.06,980102.0,532613,679630129,353648,289257.257156,622403.52657825
2020-07-23,9527.1416015625,9610.2470703125,9483.00390625,9581.072265625,9581.072265625,18146399002,18440262.5,175893365869.375,1289027.2666666666,1.1380795544275504e+20,0.0003903013093375223,17345948872516.06,953265.0,503713,680133917,331030,289431.275837,571915.93183279
2020-07-24,9585.5146484375,9623.3369140625,9481.4541015625,9536.892578125,9536.892578125,16552768325,18441162.5,176331260827.375,1282466.9652777778,1.1492628441235889e+20,0.0003687298141982905,17345948872516.06,996064.0,527244,680661239,352634,289615.95108,559927.01712925
2020-07-25,9539.4853515625,9704.556640625,9530.2119140625,9677.11328125,9677.11328125,16610070933,18442168.75,177139612747.375,1400881.956521739,1.2094639570055773e+20,0.00032337444521665,17345948872516.06,1065433.0,489336,681150647,323748,289841.493075,473893.55019783
2020-07-26,9680.234375,10023.8076171875,9652.84765625,9905.1669921875,9905.1669921875,20507998997,18443093.75,183977052962.8125,1313775.9594594594,1.2293420304712388e+20,0.0002819329051110117,17345948872516.06,950543.0,434490,681585223,297221,290035.931917,396896.19301885
2020-07-27,9905.2177734375,11298.2216796875,9903.9697265625,10990.873046875,10990.873046875,35359749590,18444062.5,190272268681.25,1320682.8,1.2493292533781588e+20,0.0003016808804550065,17345948872516.06,998964.0,481131,682066444,321402,290240.637751,591184.0376937999
2020-07-28,11017.4638671875,11204.3271484375,10632.6318359375,10912.8232421875,10912.8232421875,28766551142,18444943.75,206038137462.75,1262553.524822695,1.2541929665270928e+20,0.0004751129397402521,16847561611550.271,1011262.0,524041,682590637,339945,290418.657798,780513.9335087
2020-07-29,10912.953125,11304.3974609375,10856.1416015625,11100.4677734375,11100.4677734375,24617249715,18445962.5,206091758602.625,1287322.9386503068,1.28389251125649e+20,0.0004991868341103166,16847561611550.271,1115759.0,558273,683149008,376027,290628.491437,663724.0111863
2020-07-30,11099.8330078125,11169.3564453125,10895.455078125,11111.2138671875,11111.2138671875,22857247901,18446800.0,203228764536.0,1284424.4552238807,1.2760165588438529e+20,0.000534373158984226,16847561611550.271,949191.0,506868,683655950,335744,290800.604314,650757.5431031301
2020-07-31,11110.2109375,11415.8642578125,10987.0537109375,11323.466796875,11323.466796875,23160469766,18447706.25,209666667476.12497,1308344.675862069,1.2675989940159686e+20,0.0005213510037880996,16847561611550.271,996364.0,518626,684174677,343180,290990.314292,595949.47734103
2020-08-01,11322.5703125,11794.775390625,11239.6826171875,11759.5927734375,11759.5927734375,26075670303,18448575.0,214869077139.0,1276047.0,1.2427681624830638e+20,0.0004700789179006872,16847561611550.271,943444.0,455549,684630312,294363,291167.684825,511861.57082331
2020-08-02,11758.7646484375,12034.14453125,11018.1298828125,11053.6142578125,11053.6142578125,27410067336,18449412.5,204735897924.375,1331056.3507462686,1.2185654444400923e+20,0.0004061487505810357,16847561611550.271,933064.0,458112,685088525,299035,291346.046376,474946.79360774
2020-08-03,11043.7685546875,11453.0791015625,11012.4150390625,11246.3486328125,11246.3486328125,20271713443,18450350.0,210087862331.0,1328785.153333333,1.2033210105343864e+20,0.00037857052965657246,16847561611550.271,992397.0,461476,685553419,295550,291545.364149,576342.24862797
2020-08-04,11246.203125,11385.3818359375,11094.1455078125,11205.892578125,11205.892578125,21250197042,18451337.5,206797608838.875,1331803.7721518988,1.2186374551165618e+20,0.00033533007340154965,16847561611550.271,1037267.0,523846,686077354,338140,291755.789145,591310.43374422
2020-08-05,11203.8232421875,11786.6171875,11158.28515625,11747.0224609375,11747.0224609375,24411254471,18452181.25,215510959256.6875,1286121.7037037036,1.183657814132532e+20,0.0003745346281963296,16847561611550.271,956420.0,502050,686579467,314736,291929.415575,521228.7585049
2020-08-06,11749.87109375,11902.3359375,11598.7138671875,11779.7734375,11779.7734375,23400740340,18453093.75,218646832694.06253,1275181.3493150685,1.205886230951406e+20,0.0005771446330378784,16847561611550.271,1069844.0,532863,687112402,336656,292115.592052,713179.11262763
2020-08-07,11778.89453125,11898.0380859375,11408.59375,11601.47265625,11601.47265625,23132312867,18454068.75,215009277709.6875,1298830.3846153845,1.220166396276573e+20,0.0004895145078773809,16847561611550.271,1071711.0,523200,687635686,333423,292318.209592,560571.66630848
2020-08-08,11604.5537109375,11800.064453125,11558.431640625,11754.0458984375,11754.0458984375,17572057837,18454975.0,216967389985.5,1308251.1103448276,1.2346675985642172e+20,0.0003184979235811044,16847561611550.271,947348.0,474318,688110062,301784,292507.906003,563562.37686973
2020-08-09,11737.3251953125,11806.056640625,11548.7841796875,11675.7392578125,11675.7392578125,17489608833,18455893.75,213818542333.375,1341736.795918367,1.2379554632985536e+20,0.0002569482131086142,16847561611550.271,927712.0,416464,688526593,267000,292705.141312,393335.33376372
2020-08-10,11662.2568359375,12045.140625,11662.2568359375,11878.111328125,11878.111328125,26114112569,18456775.0,220308556516.5,1166500.9078014183,1.218403356215136e+20,0.00031597853866314834,16847561611550.271,885263.0,440235,688966903,280435,292869.61794,524278.76076755
2020-08-11,11881.6474609375,11932.7109375,11195.708984375,11410.525390625,11410.525390625,27039782640,18457712.5,212100158417.25,1290977.7866666666,1.2303314296626092e+20,0.0004519675068683524,16947802333946.61,1063847.0,528699,689495679,342513,293063.264608,605302.69315392
2020-08-12,11404.5966796875,11748.396484375,11249.60546875,11584.9345703125,11584.9345703125,25064548486,18458668.75,213888532033.8125,1289950.9281045753,1.2472567926021716e+20,0.0003839188241624514,16947802333946.61,1032379.0,526160,690021910,341025,293260.6271,672655.27107349
2020-08-13,11588.4052734375,11796.396484375,11216.8720703125,11784.1376953125,11784.1376953125,27522199497,18459662.5,212415151790.875,1228228.465408805,1.25423003461903e+20,0.00036246875842433,16947802333946.61,992016.0,530253,690552211,347357,293455.915426,652104.77594431
2020-08-14,11772.6591796875,12150.994140625,11685.455078125,11768.87109375,11768.87109375,24237958589,18460650.0,216920021760.0,1258690.7658227847,1.2589334077962592e+20,0.00030090583199726955,16947802333946.61,1016547.0,527881,691080152,348661,293654.788567,662190.8430265
2020-08-15,11768.697265625,11963.203125,11768.697265625,11865.6982421875,11865.6982421875,23354924400,18461675.0,219135097597.75,1234940.993902439,1.2871694807826776e+20,0.0002487428989304212,16947802333946.61,1011757.0,524968,691605180,346959,293857.31889,608546.03802805
2020-08-16,11866.685546875,11934.9013671875,11737.1884765625,11892.8037109375,11892.8037109375,20583375490,18462650.0,219255230966.5,1181620.3846153845,1.2954339463744384e+20,0.000221634570237732,16947802333946.61,920454.0,432928,692038167,288392,294041.65167,470063.25884709
2020-08-17,11895.658203125,12359.056640625,11806.6962890625,12254.40234375,12254.40234375,28227687027,18463518.75,229542896344.5,1214818.4604316547,1.304553499843825e+20,0.00020968730311548525,16947802333946.61,867032.0,462262,692500504,308074,294210.511436,555939.28958507
2020-08-18,12251.8955078125,12335.70703125,11954.525390625,11991.2333984375,11991.2333984375,26043227672,18464281.25,220485859905.31247,1263121.0983606558,1.260718633730746e+20,0.00041174808427685527,16947802333946.61,895801.0,495570,692996133,310097,294364.61221,740502.4097279101
2020-08-19,11990.884765625,12028.923828125,11687.3330078125,11758.283203125,11758.283203125,24502851117,18465068.75,216567189533.0,1265882.650793651,1.2380883814420305e+20,0.0004798554426077502,16947802333946.61,922848.0,487601,693483792,306287,294524.113424,642178.43305436
2020-08-20,11761.5,11900.4111328125,11710.0634765625,11878.3720703125,11878.3720703125,20175242945,18466087.5,219181009650.75,1283516.0920245398,1.228215192329207e+20,0.0003975946530618776,16947802333946.61,1079806.0,554894,694038748,374966,294733.326547,642388.04432036
2020-08-21,11878.0263671875,11899.259765625,11564.9794921875,11592.4892578125,11592.4892578125,23762425999,18467050.0,216627176013.5,1332452.201298701,1.2320428919941574e+20,0.0003885144702940262,16947802333946.61,1045761.0,500771,694543106,324699,294938.524186,560052.62256421
2020-08-22,11585.4775390625,11689.4072265625,11448.8056640625,11681.8251953125,11681.8251953125,20224191306,18467900.0,214192550990.0,1307407.6838235294,1.2027982199297743e+20,0.00040903787318616737,16947802333946.61,940947.0,464758,695007910,305913,295116.331631,421108.60016303
2020-08-23,11679.6962890625,11713.4296875,11559.9208984375,11664.84765625,11664.84765625,18482062658,18468825.0,215225344008.0,1298967.3310810812,1.1946066871689404e+20,0.0002258755505448291,16947802333946.61,910800.0,417854,695425809,286053,295308.578796,307544.19122087
2020-08-24,11663.689453125,11807.6318359375,11623.25,11774.595703125,11774.595703125,20681511755,18469750.0,217336134015.0,1145340.8513513512,1.2028249267881316e+20,0.00022267559049900948,17557993035167.305,863013.0,440280,695866146,298832,295478.089242,448164.29484603
2020-08-25,11773.5888671875,11778.2998046875,11189.8505859375,11366.134765625,11366.134765625,26301509932,18470662.5,211030828488.375,1305290.8424657534,1.240905298597948e+20,0.0002520274223970621,17557993035167.305,1007681.0,527351,696393587,344188,295668.661705,548405.79656631
2020-08-26,11366.89453125,11530.052734375,11296.9931640625,11488.36328125,11488.36328125,22466660958,18471537.5,212232793844.5,1302442.7428571428,1.250058111721779e+20,0.00031871145759141604,17557993035167.305,991004.0,499338,696893015,323767,295851.003689,583138.44723732
2020-08-27,11485.6083984375,11570.7861328125,11185.94140625,11323.3974609375,11323.3974609375,23240415076,18472287.5,209260168654.875,1282395.0,1.2168963902184992e+20,0.00037921467636788906,17557993035167.305,889890.0,470349,697363407,299275,296004.891089,588316.53995202
2020-08-28,11325.2958984375,11545.615234375,11316.4228515625,11542.5,11542.5,19807127588,18473262.5,213111989783.0,1287422.9487179487,1.2238484031837204e+20,0.00033565597933788864,17557993035167.305,1039330.0,522382,697885873,355046,296205.729069,581033.98834185
2020-08-29,11541.0546875,11585.640625,11466.29296875,11506.865234375,11506.865234375,17485597759,18474231.25,212555082904.5625,1324456.5677419354,1.2544322792904036e+20,0.0002517543805184072,17557993035167.305,1005475.0,471859,698357769,313383,296411.019837,478860.92107845
2020-08-30,11508.7138671875,11715.2646484375,11492.3818359375,11711.505859375,11711.505859375,19760127945,18475025.0,214625658676.75,1302102.6299212598,1.2329065556246036e+20,0.000240951527341953,17557993035167.305,828762.0,395405,698753205,267373,296576.386871,362857.57636033
2020-08-31,11713.306640625,11768.876953125,11598.318359375,11680.8203125,11680.8203125,22285928250,18476012.5,217004831535.25,1188908.0189873418,1.249401376037268e+20,0.0002461156975694061,17557993035167.305,924032.0,461758,699215009,307826,296764.234338,619604.24405988
2020-09-01,11679.31640625,12067.0810546875,11601.12890625,11970.478515625,11970.478515625,27311555343,18476843.75,222707310308.75,1283354.5639097744,1.23454218872591e+20,0.0003397734928451989,17557993035167.305,952836.0,510611,699725673,327123,296934.920495,615682.32941768
2020-09-02,11964.8232421875,11964.8232421875,11290.7939453125,11414.0341796875,11414.0341796875,28037405299,18477806.25,209260786225.125,1289653.5714285714,1.2478242012293728e+20,0.00035742867554115857,17557993035167.305,1053265.0,538885,700264609,346987,297133.527145,622687.97245587
2020-09-03,11407.19140625,11443.0224609375,10182.46484375,10245.296875,10245.296875,31927261555,18478618.75,197355528759.93747,1269793.2384615385,1.26677221767007e+20,0.0004129549008611102,17557993035167.305,957816.0,489107,700753760,314710,297298.600266,725202.03492308
2020-09-04,10230.365234375,10663.919921875,10207.9404296875,10511.8134765625,10511.8134765625,29965130374,18479531.25,192840191634.375,1313216.3150684931,1.2504495574172189e+20,0.0005029988508818162,17557993035167.305,1063485.0,519577,701278001,328243,297490.329848,854901.73029549
2020-09-05,10512.5302734375,10581.5712890625,9946.67578125,10169.5673828125,10169.5673828125,44916565292,18480350.0,189714098602.0,1274381.0839694657,1.2231556442011912e+20,0.0004311540344524186,17557993035167.305,917979.0,461180,701739220,304594,297657.27377,575583.05258479
2020-09-06,10167.216796875,10353.927734375,10056.8857421875,10280.3515625,10280.3515625,37071460174,18481331.25,188160651216.0,1393162.8853503184,1.2594139252950149e+20,0.000307362359654567,17557993035167.305,1030036.0,417961,702157252,281965,297876.000343,396660.24413861
2020-09-07,10280.998046875,10399.1533203125,9916.4931640625,10369.5634765625,10369.5634765625,33703098409,18482275.0,187675489146.25,1352530.370860927,1.2482047963516548e+20,0.00028126961103218053,17345997805929.088,985264.0,447898,702605192,301953,298080.232429,513027.8875361
2020-09-08,10369.306640625,10414.775390625,9945.1103515625,10131.5166015625,10131.5166015625,33430927462,18483318.75,186662481556.6875,1183671.377245509,1.2784627873168048e+20,0.0002744639854348795,17345997805929.088,995260.0,478219,703083468,325435,298277.905549,519409.27966755
2020-09-09,10134.1513671875,10350.54296875,10017.2509765625,10242.34765625,10242.34765625,24128292755,18484337.5,189562796050.5,1228555.888888889,1.2922932315729596e+20,0.00025216868562130787,17345997805929.088,998457.0,500648,703588839,329418,298478.104563,540389.16562933
2020-09-10,10242.330078125,10503.912109375,10238.1357421875,10363.138671875,10363.138671875,54406443211,18485143.75,192876392956.1875,1300444.534883721,1.2929567217449902e+20,0.0003269463372920076,17345997805929.088,932119.0,493166,704082035,308605,298645.861908,522882.77293567
2020-09-11,10369.0283203125,10434.9228515625,10140.8369140625,10400.9150390625,10400.9150390625,45201121775,18486143.75,190821739967.875,1363118.45625,1.3290821645207952e+20,0.00030927366726909484,17345997805929.088,1078049.0,523257,704605345,335863,298863.960861,553791.75227932
2020-09-12,10409.861328125,10578.837890625,10292.38671875,10442.1708984375,10442.1708984375,36750077324,18487131.25,191603955958.625,1181284.170886076,1.353037764682127e+20,0.0002471382598102363,17345997805929.088,927775.0,476032,705081422,314391,299050.60376,456421.41331649
2020-09-13,10452.3994140625,10577.21484375,10224.330078125,10323.755859375,10323.755859375,36506852789,18488206.25,190211657715.6875,877191.9651162791,1.3801327384633228e+20,0.00017936825406448875,17345997805929.088,760973.0,395964,705477425,268853,299201.480778,354591.01407735
2020-09-14,10328.734375,10800.0107421875,10266.0087890625,10680.837890625,10680.837890625,35453581940,18489256.25,197990906305.1875,1092415.3154761903,1.3697000999200096e+20,0.0002056184789189085,17345997805929.088,918581.0,460799,705938264,310871,299385.006551,467387.96008536
2020-09-15,10677.7548828125,10938.6318359375,10656.4599609375,10796.951171875,10796.951171875,32509451925,18490206.25,199490650329.1875,1191640.3618421052,1.3611845965328453e+20,0.0002317434506046947,17345997805929.088,958067.0,512287,706450581,329009,299566.135886,568503.1285998
2020-09-16,10797.76171875,11100.1240234375,10704.884765625,10974.9052734375,10974.9052734375,30769986455,18491250.0,203702013862.5,1297615.5329341318,1.3982502357809557e+20,0.00022212011807272135,17345997805929.088,1080600.0,552031,707002667,356814,299782.83768,610937.68169993
2020-09-17,10973.251953125,11037.4208984375,10774.6279296875,10948.990234375,10948.990234375,38151810523,18492300.0,200469661533.0,1242658.9107142857,1.415345067403341e+20,0.0002088734350140316,17345997805929.088,1041471.0,529112,707531844,344936,299991.604377,512557.07996237
2020-09-18,10951.8203125,11034.908203125,10829.6572265625,10944.5859375,10944.5859375,26341903912,18493381.25,201622424673.8125,1197323.7687861272,1.4443743246885036e+20,0.00019096312480510667,17345997805929.088,1012674.0,501946,708033849,327102,300198.741389,556428.83440958
2020-09-19,10933.7529296875,11134.0927734375,10909.6181640625,11094.3466796875,11094.3466796875,22764204008,18494337.5,205205031391.5,1242448.31372549,1.4117239389348068e+20,0.00021544256044800703,17345997805929.088,920977.0,487000,708519193,318745,300388.835981,454503.11238103
2020-09-20,11095.8701171875,11095.8701171875,10814.4775390625,10938.271484375,10938.271484375,24699523788,18495162.5,200383433735.125,1098293.5606060603,1.375932541652021e+20,0.00013036064220076272,19314656404097.0,740054.0,389016,708910727,256711,300533.810731,328794.02680013
2020-09-21,10934.92578125,10988.3046875,10380.2607421875,10462.259765625,10462.259765625,28884999244,18496118.75,192732701715.1875,1190128.0718954247,1.3947155779029736e+20,0.00015461680868344204,19314656404097.0,928030.0,414587,709325358,277033,300715.900326,387397.8895813
2020-09-22,10459.6240234375,10568.0771484375,10382.7265625,10538.4599609375,10538.4599609375,23621787804,18496975.0,193337226580.75,1269668.1386861317,1.3784927764280264e+20,0.00022655172000142384,19314656404097.0,988310.0,521999,709847384,337116,300889.844861,676967.65431078
2020-09-23,10535.4921875,10537.828125,10197.865234375,10246.1865234375,10246.1865234375,23788661867,18497743.75,193423877251.125,1300823.4796747968,1.3525126543405054e+20,0.0002911055801688115,19314656404097.0,927834.0,480108,710331940,300335,301049.846149,653600.63508862
2020-09-24,10248.7861328125,10771.056640625,10231.490234375,10760.06640625,10760.06640625,47144380902,18498700.0,195649280706.0,1268652.1045751637,1.3464011395565616e+20,0.0002604607037445586,19314656404097.0,1016558.0,526139,710858153,354461,301243.949921,698749.12316021
2020-09-25,10761.109375,10777.6962890625,10578.9140625,10692.716796875,10692.716796875,39348590957,18499687.5,197110285378.12503,1332226.5506329115,1.3570103673621257e+20,0.00022771184265010357,19314656404097.0,1055114.0,517078,711375282,337134,301454.441716,638756.0360778699
2020-09-26,10695.5751953125,10772.9990234375,10667.28125,10750.7236328125,10750.7236328125,46852525493,18500587.5,198389199997.5,1325387.1805555555,1.3641476924239436e+20,0.00018849260138726652,19314656404097.0,976282.0,473524,711848837,304772,301645.29747,428931.16192107
2020-09-27,10746.892578125,10803.9765625,10622.921875,10775.26953125,10775.26953125,53745972818,18501593.75,198982235574.0625,1103218.3167701864,1.4036118948595896e+20,0.00014093743584064883,19314656404097.0,836523.0,399843,712248734,261887,301822.915619,333414.58498431003
2020-09-28,10776.61328125,10945.34765625,10703.8935546875,10709.65234375,10709.65234375,47762394731,18502481.25,201789540711.0,1173794.133802817,1.393974059192829e+20,0.0001534098857445703,19314656404097.0,850641.0,433961,712682727,290577,301989.594386,455267.51134238
2020-09-29,10709.650390625,10860.0009765625,10649.4951171875,10844.640625,10844.640625,46582396602,18503337.5,198357998400.5,1282612.6788321168,1.399243325641936e+20,0.00023263053493845576,19314656404097.0,963565.0,517866,713200620,336506,302165.312323,608704.0170029299
2020-09-30,10843.87109375,10847.2568359375,10669.3212890625,10784.4912109375,10784.4912109375,44171073700,18504275.0,199456840054.0,1305427.1666666667,1.429490111117307e+20,0.0002493816693925066,19314656404097.0,1022304.0,526421,713727069,347905,302361.126398,626111.9068707901
2020-10-01,10795.2548828125,10933.6240234375,10472.3564453125,10619.4521484375,10619.4521484375,40023134100,18505037.5,198653243015.875,1316018.475409836,1.3932447733959247e+20,0.00031587360918987605,19314656404097.0,919144.0,481532,714208629,291190,302521.680652,548546.58871017
2020-10-02,10619.8212890625,10657.837890625,10416.689453125,10575.974609375,10575.974609375,48661453918,18505887.5,194652882256.625,1295338.0955882352,1.3682970903247752e+20,0.0003946063776126482,19314656404097.0,993012.0,495457,714704109,316250,302697.846633,818012.03963467
2020-10-03,10575.1005859375,10598.9404296875,10511.1298828125,10549.3291015625,10549.3291015625,44660271563,18506868.75,195304651536.9375,1315083.6687898089,1.378254041535449e+20,0.000282163803480614,19314656404097.0,1048897.0,513130,715217263,342928,302904.314769,519817.08022327
2020-10-04,10550.4404296875,10686.0,10534.3916015625,10669.5830078125,10669.5830078125,71251776995,18507800.0,196175647036.0,1271438.6644295305,1.3706800505920848e+20,0.0002052216225785663,19298087186262.61,888402.0,408640,715625921,263790,303093.75913,342239.33492487
2020-10-05,10676.529296875,10793.5078125,10634.6005859375,10793.33984375,10793.33984375,47537578009,18508706.25,198500507006.43747,1125352.9448275862,1.3573033382047814e+20,0.0002480034596314236,19298087186262.61,864373.0,427481,716053426,279128,303256.935307,432151.06588876
2020-10-06,10796.306640625,10797.578125,10528.890625,10604.40625,10604.40625,42623695307,18509612.5,198675146922.25,1319214.8482758622,1.3777428377666924e+20,0.0003654291500259601,19298087186262.61,1043311.0,525749,716579211,342834,303448.22146,554171.29285413
