Date,Open,High,Low,Close,Adj Close,Volume,Transactions,Block Size,Difficulty,Hashrate,Active Addressses
2018-04-10,6795.43994140625,6872.41015625,6704.14990234375,6834.759765625,6834.759765625,4272750080,186251.0,582899.0,3511060552900.0,2.6356837203852e+19,459720.0
2018-04-11,6843.47021484375,6968.31982421875,6817.58984375,6968.31982421875,6968.31982421875,4641889792,183087.0,533398.0,3511060552900.0,2.8613288810095e+19,448320.0
2018-04-12,6955.3798828125,7899.22998046875,6806.509765625,7889.25,7889.25,8906250240,210725.0,687889.0,3511060552900.0,2.7905745809286e+19,504382.0
2018-04-13,7901.08984375,8183.9599609375,7758.93017578125,7895.9599609375,7895.9599609375,7764460032,217117.0,599442.0,3511060552900.0,2.7665618884825e+19,530298.0
2018-04-14,7874.669921875,8140.7099609375,7846.0,7986.240234375,7986.240234375,5191430144,161706.0,687813.0,3796188328005.0,3.0270834843068e+19,409997.0
2018-04-15,7999.330078125,8338.419921875,7999.330078125,8329.1103515625,8329.1103515625,5244480000,173868.0,724206.0,3839316899030.0,2.7628382610799e+19,462054.0
2018-04-16,8337.5703125,8371.150390625,7925.72998046875,8058.669921875,8058.669921875,5631309824,195965.0,742922.0,3839316899030.0,2.8835906813734e+19,516625.0
2018-04-17,8071.66015625,8285.9599609375,7881.72021484375,7902.08984375,7902.08984375,6900879872,201658.0,616977.0,3839316899030.0,2.9136608491419e+19,516858.0
2018-04-18,7944.43017578125,8197.7998046875,7886.009765625,8163.419921875,8163.419921875,6529909760,200580.0,556115.0,3839316899030.0,3.0538513295665e+19,483004.0
2018-04-19,8159.27001953125,8298.6904296875,8138.77978515625,8294.3095703125,8294.3095703125,7063209984,213345.0,520125.0,3839316899030.0,3.2080343374316e+19,512770.0
2018-04-20,8286.8798828125,8880.23046875,8244.5400390625,8845.830078125,8845.830078125,8438110208,207640.0,675144.0,3839316899030.0,3.2127784497778e+19,554891.0
2018-04-21,8848.7900390625,8997.5703125,8652.150390625,8895.580078125,8895.580078125,7548550144,193816.0,629873.0,3839316899030.0,2.7381829415621e+19,509176.0
2018-04-22,8925.0595703125,9001.6396484375,8779.6103515625,8802.4599609375,8802.4599609375,6629899776,171710.0,455612.0,3839316899030.0,3.0732363520493e+19,426135.0
2018-04-23,8794.3896484375,8958.5498046875,8788.8095703125,8930.8798828125,8930.8798828125,6925190144,226200.0,630214.0,3839316899030.0,3.0108693302278e+19,541616.0
2018-04-24,8934.33984375,9732.6103515625,8927.830078125,9697.5,9697.5,10678800384,254334.0,802056.0,3839316899030.0,2.9174173283815e+19,641229.0
2018-04-25,9701.0302734375,9745.3203125,8799.83984375,8845.740234375,8845.740234375,11083100160,213032.0,887093.0,3839316899030.0,2.7646548997112e+19,571921.0
2018-04-26,8867.3203125,9281.509765625,8727.08984375,9281.509765625,9281.509765625,8970559488,216591.0,734112.0,3839316899030.0,2.5735573901952e+19,557031.0
