Time,BTC number of daily transactions on the chain,Price
2018-11-30,262274,4017.26845712
2018-12-01,251138,4214.67193177
2018-12-02,231322,4139.8780641
2018-12-03,233728,3894.1309069
2018-12-04,249149,3956.89386975
2018-12-05,269316,3753.99482663
2018-12-06,265124,3521.10172384
2018-12-07,262658,3419.93720035
2018-12-08,253064,3476.11471452
2018-12-09,221700,3614.23427278
2018-12-10,245836,3502.65599577
2018-12-11,258195,3424.58807495
2018-12-12,256621,3486.95014412
2018-12-13,270146,3313.67725772
2018-12-14,272495,3242.48476281
2018-12-15,276572,3236.76164502
2018-12-16,234606,3252.83902595
2018-12-17,266395,3545.86476058
2018-12-18,285161,3696.05912776
2018-12-19,287783,3745.95076478
2018-12-20,300267,4134.44120304
2018-12-21,275180,3896.54371704
2018-12-22,261062,4014.18251388
2018-12-23,255999,3998.98034184
2018-12-24,262193,4078.59919478
2018-12-25,277070,3815.49060966
2018-12-26,265549,3857.29751969
2018-12-27,295767,3654.83353854
2018-12-28,298299,3923.91859424
2018-12-29,290005,3820.40868219
2018-12-30,260189,3865.95257679
2018-12-31,267969,3742.70033544
2019-01-01,237918,3843.51996727
2019-01-02,255456,3943.40933686
2019-01-03,284604,3836.74131867
2019-01-04,278194,3857.71761887
2019-01-05,300317,3845.19446017
2019-01-06,233776,4076.63268458
2019-01-07,282127,4025.24828708
2019-01-08,309549,4030.84799935
2019-01-09,303076,4035.29636921
2019-01-10,336762,3678.92468128
2019-01-11,313016,3687.3654818
2019-01-12,304655,3661.30098975
2019-01-13,273071,3552.95306759
2019-01-14,300512,3706.05222041
2019-01-15,325988,3630.67522467
2019-01-16,288272,3655.00688578
2019-01-17,309912,3678.56397636
2019-01-18,296127,3657.83943502
2019-01-19,292339,3728.56836493
2019-01-20,304038,3601.0135915
2019-01-21,297248,3576.03243928
2019-01-22,291502,3604.57705248
2019-01-23,310850,3585.12306636
2019-01-24,299210,3600.86550122
2019-01-25,299826,3599.7658879
2019-01-26,292493,3602.46043861
2019-01-27,274622,3583.96576317
2019-01-28,289411,3470.45054223
2019-01-29,334389,3448.11702209
2019-01-30,325984,3486.18175093
2019-01-31,342881,3457.79274724
2019-02-01,339484,3487.94538683
2019-02-02,333264,3521.06078726
2019-02-03,299174,3464.01332586
2019-02-04,334151,3459.15414635
2019-02-05,339434,3466.35743916
2019-02-06,353676,3413.7677183
2019-02-07,349907,3399.47164359
2019-02-08,328021,3666.78035061
2019-02-09,338183,3671.20370545
2019-02-10,292380,3690.18824383
2019-02-11,323016,3648.43062774
2019-02-12,276512,3653.52864497
2019-02-13,317156,3632.07060268
2019-02-14,388988,3616.88097021
2019-02-15,294066,3620.81075285
2019-02-16,316240,3629.78749138
2019-02-17,333533,3673.83629289
2019-02-18,348641,3915.71447331
2019-02-19,341320,3947.09440657
2019-02-20,317840,3999.82050882
2019-02-21,320733,3954.1182433
2019-02-22,302385,4005.52660406
2019-02-23,364856,4142.52692999
2019-02-24,323523,3810.42743065
2019-02-25,332743,3882.69629339
2019-02-26,339159,3854.35793575
2019-02-27,345204,3851.04747978
2019-02-28,365662,3854.78528208
2019-03-01,353221,3859.58375221
2019-03-02,372966,3864.41510673
2019-03-03,335006,3847.17569934
2019-03-04,313226,3761.55701842
2019-03-05,288229,3896.37502308
2019-03-06,263699,3903.9425832
2019-03-07,284389,3911.4842891
2019-03-08,298235,3901.13162355
2019-03-09,258850,3963.31374243
2019-03-10,223112,3951.59982769
2019-03-11,260369,3905.22731979
2019-03-12,290278,3909.15620907
2019-03-13,288553,3906.71716859
2019-03-14,299944,3924.369118
2019-03-15,300069,3960.91118728
2019-03-16,278469,4048.72590374
2019-03-17,229294,4025.22897966
2019-03-18,272197,4032.50738522
2019-03-19,295895,4071.19020004
2019-03-20,293176,4087.47629856
2019-03-21,306229,4029.32690706
2019-03-22,310353,4023.96816173
2019-03-23,270490,4035.82635079
2019-03-24,225397,4022.1682822
2019-03-25,265827,3963.07065416
2019-03-26,392506,3985.08080287
2019-03-27,375990,4087.06622992
2019-03-28,380201,4069.10714977
2019-03-29,370184,4098.37454059
2019-03-30,403438,4106.66008466
2019-03-31,361777,4105.40429618
2019-04-01,381770,4158.18307045
2019-04-02,377259,4879.87782845
2019-04-03,379762,4973.02181522
2019-04-04,348269,4922.79878778
2019-04-05,397607,5036.68110011
2019-04-06,372096,5059.81718799
2019-04-07,310968,5198.89699014
2019-04-08,377182,5289.77104039
2019-04-09,376149,5204.95837847
2019-04-10,370528,5324.5518687
2019-04-11,400722,5064.48767243
2019-04-12,390464,5089.53891201
2019-04-13,344201,5096.58656276
2019-04-14,382886,5167.72236684
2019-04-15,336265,5067.10847228
2019-04-16,385042,5235.55941893
2019-04-17,338577,5251.93818854
2019-04-18,371727,5298.38569881
2019-04-19,352335,5303.81261613
2019-04-20,370252,5337.8861323
2019-04-21,365699,5314.5314532
2019-04-22,348360,5399.36541009
2019-04-23,321156,5572.36206051
2019-04-24,353695,5464.86664182
2019-04-25,421185,5210.51555862
2019-04-26,375472,5279.34821147
2019-04-27,398741,5268.29106346
2019-04-28,357905,5285.13900822
2019-04-29,352276,5247.35253746
2019-04-30,352496,5350.72669668
2019-05-01,408441,5402.69709069
2019-05-02,445890,5505.28367176
2019-05-03,420928,5768.28940693
2019-05-04,366194,5831.16747167
2019-05-05,339534,5795.70842926
2019-05-06,339998,5746.80700343
2019-05-07,365735,5829.50151628
2019-05-08,365138,5982.45732286
2019-05-09,347019,6174.52868876
2019-05-10,349909,6378.8489737
2019-05-11,346247,7204.77169716
2019-05-12,344640,6972.37152291
2019-05-13,368418,7814.91513992
2019-05-14,381321,7994.41615632
2019-05-15,340141,8205.16749484
2019-05-16,394368,7884.90929094
2019-05-17,374341,7343.89571659
2019-05-18,370975,7271.20790408
2019-05-19,331365,8197.68969114
2019-05-20,378729,7978.30907244
2019-05-21,381178,7963.32777911
2019-05-22,386334,7680.06654589
2019-05-23,395478,7881.84672105
2019-05-24,362601,7987.37156583
2019-05-25,358939,8052.54385907
2019-05-26,375097,8673.21603511
2019-05-27,389407,8805.7783766
2019-05-28,372533,8719.9617362
2019-05-29,431546,8659.48775584
2019-05-30,359917,8319.47222898
2019-05-31,324074,8574.50164907
2019-06-01,336680,8564.01647182
2019-06-02,310310,8742.95810038
2019-06-03,281711,8208.99482964
2019-06-04,344833,7707.77077085
2019-06-05,394370,7824.23153913
2019-06-06,356501,7822.02338228
2019-06-07,346009,8043.95135807
2019-06-08,316341,7954.12772355
2019-06-09,310971,7688.07711075
2019-06-10,333612,8000.32982299
2019-06-11,326174,7927.71435114
2019-06-12,337042,8145.85747373
2019-06-13,350071,8230.92383068
2019-06-14,370345,8693.83281543
2019-06-15,358474,8838.37523367
2019-06-16,294310,8994.48801293
2019-06-17,304061,9320.35218253
2019-06-18,394529,9081.76285149
2019-06-19,371967,9273.52176614
2019-06-20,344657,9527.16035008
2019-06-21,355597,10144.5567168
2019-06-22,338578,10701.691013
2019-06-23,401172,10855.3710156
2019-06-24,357891,11011.1024485
2019-06-25,373741,11790.916533
2019-06-26,384935,13016.2317442
2019-06-27,393684,11182.8062855
2019-06-28,361618,12407.331998
2019-06-29,411934,11959.3709764
2019-06-30,332261,10817.1555981
2019-07-01,330623,10583.1345195
2019-07-02,346600,10801.6779238
2019-07-03,402330,11961.2693412
2019-07-04,370406,11215.4375483
2019-07-05,371761,10978.4599518
2019-07-06,368554,11208.5508454
2019-07-07,321767,11450.8467553
2019-07-08,350788,12285.958217
2019-07-09,382011,12573.8129407
2019-07-10,325462,12156.5126313
2019-07-11,322597,11358.661752
2019-07-12,353510,11815.9866867
2019-07-13,321432,11392.3793357
2019-07-14,307108,10256.0582756
2019-07-15,324117,10895.0893874
2019-07-16,366448,9477.64204235
2019-07-17,329130,9693.80272448
2019-07-18,321655,10666.4828491
2019-07-19,297247,10530.7326264
2019-07-20,323273,10767.1395226
2019-07-21,301410,10599.1053965
2019-07-22,317561,10343.1061684
2019-07-23,299788,9900.76801058
2019-07-24,327257,9811.92618837
2019-07-25,311939,9911.84226491
2019-07-26,320376,9870.30353766
2019-07-27,300304,9477.67767811
2019-07-28,274887,9552.86043541
2019-07-29,311369,9519.14591371
2019-07-30,307880,9607.42368665
2019-07-31,351496,10085.6277491
2019-08-01,367843,10399.6694229
2019-08-02,346915,10518.1746772
2019-08-03,331378,10821.7265103
2019-08-04,304520,10970.1842157
2019-08-05,330731,11805.6537253
2019-08-06,360800,11478.1693461
2019-08-07,373633,11941.9683406
2019-08-08,328610,11966.407405
2019-08-09,342043,11862.93676
2019-08-10,328890,11354.0242177
2019-08-11,285086,11523.5793784
2019-08-12,285518,11382.6159562
2019-08-13,350873,10895.8304358
2019-08-14,357344,10051.7039313
2019-08-15,362352,10311.545429
2019-08-16,321652,10374.3393471
2019-08-17,317056,10231.7438454
2019-08-18,288378,10345.8103795
2019-08-19,283297,10916.0538702
2019-08-20,358076,10763.2326304
2019-08-21,310645,10138.049355
2019-08-22,305293,10131.0561021
2019-08-23,338689,10407.965329
2019-08-24,323178,10159.9605385
2019-08-25,282042,10138.517665
2019-08-26,301736,10370.8201605
2019-08-27,330986,10185.4998997
2019-08-28,338561,9754.42327325
2019-08-29,357679,9510.20054413
2019-08-30,337093,9598.17364826
2019-08-31,345321,9630.66384768
2019-09-01,303770,9757.97031807
2019-09-02,306215,10346.7607927
2019-09-03,369992,10623.5401172
2019-09-04,332525,10594.4933536
2019-09-05,349084,10575.533284
2019-09-06,359598,10353.3025592
2019-09-07,332130,10517.254784
2019-09-08,295663,10441.275979
2019-09-09,311887,10334.9741628
2019-09-10,331874,10115.9757913
2019-09-11,334674,10178.3718893
2019-09-12,341981,10410.1268031
2019-09-13,314141,10360.5472773
2019-09-14,304639,10358.0491621
2019-09-15,280332,10347.7129074
2019-09-16,324529,10276.7935649
2019-09-17,335850,10241.2721545
2019-09-18,369620,10198.2484072
2019-09-19,342606,10266.4149694
2019-09-20,336930,10181.6413094
2019-09-21,350515,10019.7169101
2019-09-22,321206,10070.3921064
2019-09-23,288826,9729.32376435
2019-09-24,341303,8620.56642733
2019-09-25,346009,8486.99297206
2019-09-26,356751,8118.96756783
2019-09-27,316516,8251.84555744
2019-09-28,319089,8245.91515478
2019-09-29,289101,8104.18567564
2019-09-30,285623,8293.86774062
2019-10-01,338156,8343.2766814
2019-10-02,338731,8393.04164486
2019-10-03,315169,8259.99197863
2019-10-04,345238,8205.93924121
2019-10-05,335837,8151.50052921
2019-10-06,288450,7988.15595888
2019-10-07,312570,8245.622933
2019-10-08,335623,8228.7831528
2019-10-09,293029,8595.73981722
2019-10-10,352177,8586.47342543
2019-10-11,365955,8321.75671178
2019-10-12,303854,8336.55527417
2019-10-13,293913,8321.00574668
2019-10-14,280957,8374.6864467
2019-10-15,340147,8205.36931588
2019-10-16,319440,8047.52686305
2019-10-17,331927,8103.91137325
2019-10-18,345869,7973.20744597
2019-10-19,322283,7988.56044241
2019-10-20,285591,8222.07826034
2019-10-21,342508,8243.72113905
2019-10-22,335427,8078.20332194
2019-10-23,350768,7514.67201276
2019-10-24,317782,7493.48873154
2019-10-25,315132,8660.70063696
2019-10-26,323741,9244.97220867
2019-10-27,256693,9551.7149631
2019-10-28,308192,9256.14838876
2019-10-29,290112,9427.68758384
2019-10-30,331439,9205.72655905
2019-10-31,307820,9199.58483269
2019-11-01,292521,9261.104352
2019-11-02,321792,9324.71776331
2019-11-03,273143,9235.35487947
2019-11-04,290193,9412.61187106
2019-11-05,320463,9342.52717939
2019-11-06,327722,9360.87991187
2019-11-07,328446,9267.56114253
2019-11-08,335358,8804.88071936
2019-11-09,305846,8813.58248677
2019-11-10,290876,9055.52605732
2019-11-11,310931,8757.78854226
2019-11-12,334914,8815.66253925
2019-11-13,285903,8808.2625823
2019-11-14,355508,8708.09509517
2019-11-15,331721,8491.99201234
2019-11-16,294602,8550.76055694
2019-11-17,257090,8577.9757816
2019-11-18,312905,8309.28598342
2019-11-19,300836,8206.14591807
2019-11-20,333660,8027.26824331
2019-11-21,305163,7642.74994484
2019-11-22,320306,7296.57756843
2019-11-23,327066,7397.7968154
2019-11-24,267820,7047.91688176
2019-11-25,281621,7146.13390214
2019-11-26,301572,7218.37133433
2019-11-27,316107,7531.6636446
2019-11-28,318868,7463.1061283
2019-11-29,301459,7761.24360172
2019-11-30,299317,7569.63012202
2019-12-01,273404,7424.29226516
2019-12-02,300924,7321.98811242
2019-12-03,331567,7320.1454684
2019-12-04,332045,7252.03458617
2019-12-05,319064,7448.30752084
2019-12-06,297676,7546.99669772
2019-12-07,305566,7556.23803387
2019-12-08,289501,7564.3454032
2019-12-09,297154,7400.89935576
2019-12-10,301331,7278.1197833
2019-12-11,310457,7217.4271152
2019-12-12,307832,7243.13436273
2019-12-13,324732,7269.68455922
2019-12-14,314199,7124.67396997
2019-12-15,263237,7152.30184412
2019-12-16,298360,6932.48038982
2019-12-17,332666,6640.51524608
2019-12-18,302444,7276.80277047
2019-12-19,325541,7202.84436364
2019-12-20,328934,7218.81638679
2019-12-21,323120,7191.15846913
2019-12-22,284971,7511.58904232
2019-12-23,304824,7355.62826671
2019-12-24,295823,7322.5324589
2019-12-25,255246,7275.15572845
2019-12-26,279994,7238.96702501
2019-12-27,317243,7290.08851803
2019-12-28,305701,7317.99003408
2019-12-29,283049,7422.65258898
2019-12-30,309367,7292.99507783
2019-12-31,298234,7193.59897843
2020-01-01,269281,7200.17439274
2020-01-02,274061,6985.47000061
2020-01-03,315684,7344.88418341
2020-01-04,291908,7410.65656642
2020-01-05,293167,7411.31732676
2020-01-06,284617,7769.21903905
2020-01-07,328083,8163.69223944
2020-01-08,335505,8079.86277673
2020-01-09,313901,7879.07152428
2020-01-10,340638,8166.55414039
2020-01-11,310501,8037.53738872
2020-01-12,292210,8192.49400532
2020-01-13,298285,8144.19451744
2020-01-14,316691,8827.76442606
2020-01-15,346021,8807.01027532
2020-01-16,322464,8723.78576573
2020-01-17,320788,8929.0376776
2020-01-18,316339,8942.80890321
2020-01-19,276964,8706.24512993
2020-01-20,299692,8657.64293942
2020-01-21,319799,8745.89478833
2020-01-22,319158,8680.87604222
2020-01-23,323009,8406.5160678
2020-01-24,325263,8445.43428152
2020-01-25,295515,8367.84777344
2020-01-26,259750,8596.82983316
2020-01-27,271532,8909.81917753
2020-01-28,335870,9358.59031703
2020-01-29,327821,9316.62950445
2020-01-30,334324,9508.9935947
2020-01-31,321156,9350.52936518
2020-02-01,348983,9392.87536841
2020-02-02,272711,9344.36529292
2020-02-03,323111,9293.52108908
2020-02-04,314139,9180.9629665
2020-02-05,348672,9613.42428895
2020-02-06,356086,9729.80223149
2020-02-07,322154,9795.94377253
2020-02-08,314573,9865.11946905
2020-02-09,315898,10116.673759
2020-02-10,304427,9856.61149362
2020-02-11,337235,10208.2362609
2020-02-12,331807,10326.0545246
2020-02-13,350922,10214.3794638
2020-02-14,362506,10312.1160909
2020-02-15,309704,9889.42462838
2020-02-16,302830,9934.43339025
2020-02-17,325103,9690.14261814
2020-02-18,326057,10141.9963705
2020-02-19,326844,9633.38688518
2020-02-20,321905,9608.47590343
2020-02-21,354124,9686.44119763
2020-02-22,308259,9663.18182933
2020-02-23,290843,9924.51522822
2020-02-24,299736,9650.17480677
2020-02-25,330056,9341.70516876
2020-02-26,338920,8820.52220005
2020-02-27,336992,8784.49384867
2020-02-28,362452,8672.45534996
2020-02-29,331022,8599.50861972
2020-03-01,312708,8562.45405008
2020-03-02,311843,8869.67031078
2020-03-03,363213,8787.78645576
2020-03-04,355566,8755.24589461
2020-03-05,352314,9078.76279174
2020-03-06,331031,9122.54557333
2020-03-07,332953,8909.9536515
2020-03-08,303718,8108.11629101
2020-03-09,325515,7923.6447033
2020-03-10,341071,7909.72939346
2020-03-11,315140,7911.43012933
2020-03-12,327323,4970.78790105
2020-03-13,286907,5563.70689169
2020-03-14,301246,5200.36626392
2020-03-15,224213,5392.31488002
2020-03-16,243767,5014.47997748
2020-03-17,283932,5225.62919259
2020-03-18,241761,5238.43857664
2020-03-19,289348,6191.19295222
2020-03-20,261547,6198.77820508
2020-03-21,257773,6185.06651501
2020-03-22,211988,5830.25479765
2020-03-23,230699,6416.31475839
2020-03-24,283889,6734.80378045
2020-03-25,208902,6681.06312656
2020-03-26,315522,6716.44054866
2020-03-27,250662,6469.79813509
2020-03-28,264507,6242.1938684
2020-03-29,238258,5922.0431227
2020-03-30,252539,6429.84193389
2020-03-31,280035,6438.64476637
2020-04-01,292830,6606.77626829
2020-04-02,293399,6793.62459642
2020-04-03,287391,6733.3873906
2020-04-04,268626,6867.52731596
2020-04-05,233889,6791.12944093
2020-04-06,285672,7271.7811527
2020-04-07,287787,7176.41450049
2020-04-08,285748,7334.09845346
2020-04-09,296100,7302.0895105
2020-04-10,291570,6865.49337195
2020-04-11,259094,6859.08296343
2020-04-12,237758,7034.63
2020-04-13,263377,6780.67
2020-04-14,288849,6921.47
2020-04-15,295915,6698.94
2020-04-16,343174,7060.88
2020-04-17,280789,7045.36
2020-04-18,301255,7248.14
2020-04-19,263523,7108.94
2020-04-20,287293,7082.19
2020-04-21,318019,6816.45
2020-04-22,291154,7128.16
2020-04-23,316765,7538.1
2020-04-24,321027,7524.11670435
2020-04-25,285875,7553.60224472
2020-04-26,261773,7608.07621469
2020-04-27,289527,7750.62
2020-04-28,327526,7724.96
2020-04-29,327357,8380.17
2020-04-30,296378,8787.09
2020-05-01,338512,8732.11
2020-05-02,327058,8947.81
2020-05-03,277126,8822.91
2020-05-04,306287,8850.52
2020-05-05,315546,8851.13
2020-05-06,349577,9282.29
2020-05-07,334154,9512.58
2020-05-08,333260,9959.38
2020-05-09,299051,9685.71
2020-05-10,311903,8637.81
2020-05-11,292663,8877.9
2020-05-12,344033,8877.8
2020-05-13,302556,9134.92
2020-05-14,275141,9751.0
2020-05-15,310069,9472.17
2020-05-16,308574,9374.18
2020-05-17,249247,9840.54
2020-05-18,265286,9658.53
2020-05-19,257322,9685.16
2020-05-20,288866,9416.98
2020-05-21,268889,9077.83
2020-05-22,311739,9221.18
2020-05-23,274081,9191.23
2020-05-24,224877,9069.54
2020-05-25,253702,8776.31
2020-05-26,265134,8716.98
2020-05-27,302161,9145.49
2020-05-28,272804,9508.34
2020-05-29,323842,9404.15
2020-05-30,292262,9540.64
2020-05-31,250946,9481.12
2020-06-01,276047,9537.06
2020-06-02,320433,9464.31
2020-06-03,297725,9558.31
2020-06-04,322127,9838.0
2020-06-05,334113,9709.97
2020-06-06,297894,9651.65
2020-06-07,261270,9493.26
2020-06-08,294358,9700.9
2020-06-09,316425,9726.14
2020-06-10,345006,9760.86
2020-06-11,311883,9511.16
2020-06-12,333122,9414.79
2020-06-13,288621,9438.37
2020-06-14,284667,9415.78
2020-06-15,276344,9308.53
2020-06-16,337333,9445.43
2020-06-17,327927,9384.31
2020-06-18,309507,9374.33
2020-06-19,319818,9373.05
2020-06-20,303557,9249.72
2020-06-21,268713,9367.06
2020-06-22,293401,9495.49
2020-06-23,326618,9691.01
2020-06-24,323976,9237.64
2020-06-25,317410,9230.49
2020-06-26,311286,9142.61
2020-06-27,303151,9125.87
2020-06-28,264029,9158.72
2020-06-29,297908,9124.86
2020-06-30,324038,9165.9
2020-07-01,340962,9271.46
2020-07-02,326975,9053.69
2020-07-03,349161,9101.89
2020-07-04,315901,9066.18
2020-07-05,276466,9028.51
2020-07-06,306093,9072.85
2020-07-07,342401,9295.96
2020-07-08,354617,9415.11
2020-07-09,368277,9215.94
2020-07-10,327113,9242.33
2020-07-11,336295,9229.7
2020-07-12,286323,9218.56
2020-07-13,303671,9289.5
2020-07-14,332792,9223.88
2020-07-15,347336,9193.15
2020-07-16,343722,9114.61
2020-07-17,298927,9145.76
2020-07-18,311675,9174.22
2020-07-19,288453,9122.57
2020-07-20,283413,9177.74
2020-07-21,324302,9339.58
2020-07-22,353648,9342.22
2020-07-23,331030,9538.55
2020-07-24,352634,9561.83
2020-07-25,323748,9605.14
2020-07-26,297221,9975.39
2020-07-27,321402,10316.18
2020-07-28,339945,11170.44
2020-07-29,376027,11172.73
2020-07-30,335744,11017.02
2020-07-31,343180,11365.46
2020-08-01,294363,11646.92
2020-08-02,299035,11097.15
2020-08-03,295550,11386.66
2020-08-04,338140,11207.73
2020-08-05,314736,11679.43
2020-08-06,336656,11848.79
2020-08-07,333423,11651.05
2020-08-08,301784,11756.58
2020-08-09,267000,11585.38
2020-08-10,280435,11936.46
2020-08-11,342513,11491.14
2020-08-12,341025,11587.43
2020-08-13,347357,11506.99
2020-08-14,348661,11750.4
2020-08-15,346959,11869.73
2020-08-16,288392,11875.61
2020-08-17,308074,12432.24
2020-08-18,310097,11941.21
2020-08-19,306287,11728.48
2020-08-20,374966,11869.38
2020-08-21,324699,11730.47
2020-08-22,305913,11598.1
2020-08-23,286053,11653.44
2020-08-24,298832,11767.14
2020-08-25,344188,11425.19
2020-08-26,323767,11489.72
2020-08-27,299275,11328.33
2020-08-28,355046,11536.24
2020-08-29,313383,11505.49
2020-08-30,267373,11617.07
2020-08-31,307826,11745.22
2020-09-01,327123,12053.32
2020-09-02,346987,11324.98
2020-09-03,314710,10680.21
2020-09-04,328243,10435.34
2020-09-05,304594,10265.72
2020-09-06,281965,10181.12
2020-09-07,301953,10154.35
2020-09-08,325435,10098.97
2020-09-09,329418,10255.32
2020-09-10,308605,10434.13
2020-09-11,335863,10322.42
2020-09-12,314391,10364.18
2020-09-13,268853,10288.27
2020-09-14,310871,10708.43
2020-09-15,329009,10788.99
2020-09-16,356814,11016.13
2020-09-17,344936,10840.71
2020-09-18,327102,10902.41
2020-09-19,318745,11095.56
2020-09-20,256711,10834.37
2020-09-21,277033,10420.17
2020-09-22,337116,10452.37
2020-09-23,300335,10456.62
2020-09-24,354461,10576.38
2020-09-25,337134,10654.79
2020-09-26,304772,10723.4
2020-09-27,261887,10754.87
2020-09-28,290577,10906.08
2020-09-29,336506,10720.12
2020-09-30,347905,10778.96
2020-10-01,291190,10735.09
2020-10-02,316250,10518.43
2020-10-03,342928,10553.09
2020-10-04,263790,10599.62
2020-10-05,279128,10724.71
2020-10-06,342834,10733.62
2020-10-07,351197,10629.38
2020-10-08,327478,10900.23
2020-10-09,310183,11096.54
2020-10-10,340300,11349.39
2020-10-11,257562,11407.83
2020-10-12,287607,11544.04
2020-10-13,338463,11388.14
2020-10-14,315486,11325.35
2020-10-15,327139,11404.88
2020-10-16,339051,11332.52
2020-10-17,286652,11344.31
2020-10-18,242789,11457.37
2020-10-19,278660,11807.09
2020-10-20,334438,11923.06
2020-10-21,331531,12755.52
2020-10-22,332957,12954.85
2020-10-23,302087,12937.26
2020-10-24,336907,13122.03
2020-10-25,250345,12961.56
2020-10-26,249841,12979.03
2020-10-27,235492,13608.69
2020-10-28,262993,13223.63
2020-10-29,276447,13451.74
2020-10-30,297997,13544.01
2020-10-31,254191,13864.09
2020-11-01,262582,13817.23
2020-11-02,267906,13498.6
2020-11-03,280902,13720.31
2020-11-04,323572,13920.5
2020-11-05,316634,15117.65
2020-11-06,344947,15428.0
2020-11-07,292294,15339.6
2020-11-08,247025,15364.59
2020-11-09,286047,15030.33
2020-11-10,321942,15185.11
2020-11-11,302970,15696.27
2020-11-12,326949,16151.82
2020-11-13,324100,16175.17
2020-11-14,275810,15963.28
2020-11-15,254787,16054.78
2020-11-16,279419,16466.24
2020-11-17,341690,17316.76
2020-11-18,377740,17904.01
2020-11-19,303143,18095.0
2020-11-20,348474,18703.6
2020-11-21,329073,18821.82
2020-11-22,281708,18325.01
2020-11-23,283179,18299.64
2020-11-24,319955,19387.34
2020-11-25,360985,19157.5
2020-11-26,328996,16916.59
2020-11-27,314171,16468.98
2020-11-28,317799,17565.16
2020-11-29,269616,18142.36
2020-11-30,267207,19250.9
2020-12-01,334836,19296.55
2020-12-02,345048,18884.65
2020-12-03,334552,19534.66
2020-12-04,321239,18904.23
2020-12-05,297727,19108.38
2020-12-06,257873,19133.49
2020-12-07,295744,19230.07
2020-12-08,320348,18812.8
2020-12-09,325112,18358.7
2020-12-10,303106,18126.88
2020-12-11,327320,18097.95
2020-12-12,299443,18404.19
2020-12-13,279961,19214.26
2020-12-14,288463,19192.73
2020-12-15,322023,19423.35
2020-12-16,332614,20688.7
2020-12-17,307053,23376.6
2020-12-18,348599,22566.52
2020-12-19,363797,23574.94
2020-12-20,299915,23896.25
2020-12-21,274829,23115.89
2020-12-22,300225,23371.74
2020-12-23,333504,23425.99
2020-12-24,319463,23237.98
2020-12-25,279563,24017.93
2020-12-26,264506,25633.91
2020-12-27,312748,27370.38
2020-12-28,297663,26916.97
2020-12-29,326305,26582.84
2020-12-30,360930,28157.3
2020-12-31,322736,28825.3
2021-01-01,282821,29258.35
2021-01-02,266889,31721.24
2021-01-03,355846,33570.08
2021-01-04,372030,31708.62
2021-01-05,354153,32181.87
2021-01-06,386999,34746.85
2021-01-07,399281,38990.99
2021-01-08,376462,40825.43
2021-01-09,326617,40637.42
2021-01-10,329841,39770.87
2021-01-11,341085,31631.26
2021-01-12,341231,33872.79
2021-01-13,319546,34619.92
2021-01-14,338985,39513.48
2021-01-15,328469,35299.73
2021-01-16,326676,37492.28
2021-01-17,269838,35736.78
2021-01-18,306487,36455.0
2021-01-19,306198,37331.51
2021-01-20,343561,34131.62
2021-01-21,274848,31271.48
2021-01-22,346391,32508.14
2021-01-23,292741,31931.84
2021-01-24,273854,31954.37
2021-01-25,282333,34460.48
2021-01-26,317697,31763.82
2021-01-27,340498,30393.08
2021-01-28,333383,32039.77
2021-01-29,329650,37160.03
2021-01-30,324175,34279.85
2021-01-31,294725,32878.42
2021-02-01,282748,33170.49
2021-02-02,340945,34713.84
2021-02-03,369656,36956.52
2021-02-04,340761,36675.19
2021-02-05,368933,38005.35
2021-02-06,319411,40873.86
2021-02-07,311864,37962.79
2021-02-08,320570,44157.61
2021-02-09,359286,46922.04
2021-02-10,368579,44400.11
2021-02-11,295151,48188.03
2021-02-12,343203,47179.95
2021-02-13,339265,47183.68
2021-02-14,295152,48623.12
2021-02-15,287841,48019.92
2021-02-16,289919,49056.13
2021-02-17,325091,51287.48
2021-02-18,336970,51522.75
2021-02-19,336936,53848.1
2021-02-20,321585,56239.08
2021-02-21,289260,57360.74
2021-02-22,290358,53377.91
2021-02-23,267458,48600.8
2021-02-24,355422,49850.63
2021-02-25,331825,50858.04
2021-02-26,305427,47666.88
2021-02-27,330817,46657.59
2021-02-28,261343,43392.68
2021-03-01,256920,49233.68
2021-03-02,332682,48670.35
2021-03-03,336631,50788.22
2021-03-04,305401,49594.37
2021-03-05,320422,48065.24
2021-03-06,292179,47481.99
2021-03-07,256871,50510.4
2021-03-08,279244,51103.19
2021-03-09,311356,53986.25
2021-03-10,328452,56362.53
2021-03-11,306618,56331.96
2021-03-12,324478,56958.12
2021-03-13,255042,59657.06
2021-03-14,329864,59662.83
2021-03-15,287565,56225.62
2021-03-16,312522,55766.97
2021-03-17,311411,55003.84
2021-03-18,287058,59442.78
2021-03-19,334469,59058.53
2021-03-20,301613,59259.9
2021-03-21,246896,57240.9
2021-03-22,275906,57072.87
2021-03-23,306786,55187.87
2021-03-24,319111,56340.97
2021-03-25,314346,51064.74
2021-03-26,289205,53322.69
2021-03-27,303318,54966.55
2021-03-28,250924,56351.11
2021-03-29,267293,57743.51
2021-03-30,342202,58617.24
2021-03-31,322174,59360.47
2021-04-01,342414,59021.46
2021-04-02,307831,59487.09
2021-04-03,270108,58867.6
2021-04-04,271026,57915.79
2021-04-05,262777,59068.27
2021-04-06,290449,57848.71
2021-04-07,327893,56423.78
2021-04-08,314025,57755.89
2021-04-09,277471,58224.48
2021-04-10,331796,60272.15
2021-04-11,251048,59616.52
2021-04-12,280178,59992.2
2021-04-13,309818,63470.39
