Time,Number of new addresses added per day on LTC,Price
2019-08-02,36491,94.9412951
2019-08-03,36562,94.58088063
2019-08-04,32139,93.20378193
2019-08-05,35719,96.83465096
2019-08-06,41728,93.06971578
2019-08-07,39559,90.91259868
2019-08-08,46159,90.0316084
2019-08-09,45627,84.43937741
2019-08-10,42273,85.41947628
2019-08-11,37750,89.75266744
2019-08-12,40363,85.74922988
2019-08-13,39788,84.40614405
2019-08-14,28794,76.06498599
2019-08-15,28518,76.3889783
2019-08-16,28029,74.92015389
2019-08-17,26562,72.79772208
2019-08-18,24772,76.26994844
2019-08-19,23874,77.26319053
2019-08-20,44849,75.19656636
2019-08-21,29380,72.96495341
2019-08-22,27702,73.59859578
2019-08-23,27312,75.4028135
2019-08-24,27110,73.46361651
2019-08-25,21606,72.30814717
2019-08-26,23240,73.85717406
2019-08-27,39069,72.8362288
2019-08-28,25249,67.42554186
2019-08-29,26965,64.09805536
2019-08-30,24985,64.3329791
2019-08-31,26381,64.57605323
2019-09-01,23658,66.14472283
2019-09-02,24631,66.94495229
2019-09-03,42516,69.1292589
2019-09-04,30028,67.28563094
2019-09-05,30699,65.39556986
2019-09-06,34494,65.22820135
2019-09-07,34286,69.03871303
2019-09-08,43825,70.54936581
2019-09-09,36198,70.19223668
2019-09-10,42634,70.82339441
2019-09-11,36889,69.92214325
2019-09-12,34919,69.22507318
2019-09-13,38065,68.98861867
2019-09-14,37238,70.56230414
2019-09-15,52996,70.31517682
2019-09-16,47869,72.57310885
2019-09-17,79581,74.22122874
2019-09-18,61670,77.9691339
2019-09-19,92564,77.05962375
2019-09-20,69021,75.14909239
2019-09-21,49710,73.51652871
2019-09-22,29647,72.61612214
2019-09-23,58732,66.85189352
2019-09-24,57625,55.82363961
2019-09-25,43668,57.65800771
2019-09-26,35316,55.54061717
2019-09-27,29647,56.36084944
2019-09-28,41439,55.68224655
2019-09-29,32353,54.31954708
2019-09-30,30865,56.05690877
2019-10-01,35468,56.05807617
2019-10-02,25211,56.50892452
2019-10-03,25802,56.54681453
2019-10-04,25602,56.85321211
2019-10-05,28327,56.84387155
2019-10-06,32875,55.41156909
2019-10-07,30769,57.78830011
2019-10-08,34779,57.39858676
2019-10-09,28327,59.43086584
2019-10-10,30276,57.77608318
2019-10-11,29346,56.29696897
2019-10-12,27675,55.98286968
2019-10-13,24554,56.71399491
2019-10-14,24859,56.9754007
2019-10-15,28223,54.94420813
2019-10-16,27108,52.92310668
2019-10-17,23438,54.8844752
2019-10-18,23519,53.49169243
2019-10-19,24004,54.03457156
2019-10-20,20517,54.93437971
2019-10-21,21293,54.93829826
2019-10-22,26865,53.74436209
2019-10-23,24442,49.62795619
2019-10-24,23453,50.06766592
2019-10-25,23106,56.93901103
2019-10-26,26366,56.77525171
2019-10-27,21265,59.91398883
2019-10-28,24594,58.1268403
2019-10-29,39064,59.86962436
2019-10-30,24466,58.42097163
2019-10-31,25254,58.78068363
2019-11-01,22710,58.58364342
2019-11-02,52898,58.59702496
2019-11-03,38129,58.62518916
2019-11-04,22740,61.57305749
2019-11-05,32312,63.30276443
2019-11-06,55483,64.26874532
2019-11-07,23248,61.84322201
2019-11-08,23779,60.52991777
2019-11-09,23369,61.95471205
2019-11-10,23758,63.84146646
2019-11-11,22591,61.89910685
2019-11-12,29549,61.3402973
2019-11-13,22381,61.11134683
2019-11-14,30784,59.42989428
2019-11-15,39195,57.8117104
2019-11-16,27847,58.56543744
2019-11-17,24427,59.57322771
2019-11-18,48971,56.80095038
2019-11-19,32088,55.62398692
2019-11-20,25412,55.29092301
2019-11-21,25901,50.88305331
2019-11-22,27400,47.61553723
2019-11-23,27042,48.70649129
2019-11-24,24864,44.73422645
2019-11-25,26334,45.83033597
2019-11-26,31789,47.27334136
2019-11-27,25843,48.00880628
2019-11-28,27649,47.05694886
2019-11-29,27048,48.87915797
2019-11-30,28117,47.47543068
2019-12-01,25550,47.71117072
2019-12-02,25909,45.81701669
2019-12-03,31287,45.38160492
2019-12-04,24537,45.19295067
2019-12-05,25985,45.30163951
2019-12-06,24662,45.67011865
2019-12-07,27382,45.64049064
2019-12-08,24571,45.95294499
2019-12-09,25579,44.93924342
2019-12-10,29811,44.64424112
2019-12-11,25993,43.94569631
2019-12-12,25705,44.08216995
2019-12-13,25456,44.45057895
2019-12-14,26107,43.72218612
2019-12-15,23953,43.75682778
2019-12-16,25122,40.37425893
2019-12-17,30217,37.08342904
2019-12-18,25707,40.77854389
2019-12-19,25127,39.92029576
2019-12-20,26692,40.29015876
2019-12-21,26899,39.99682869
2019-12-22,23425,41.96519088
2019-12-23,25176,40.84747457
2019-12-24,25210,40.6780157
2019-12-25,28263,40.62956151
2019-12-26,47004,40.26603551
2019-12-27,90552,41.17817255
2019-12-28,88598,42.84252238
2019-12-29,59350,43.67065925
2019-12-30,38438,42.74733688
2019-12-31,59727,41.34007395
2020-01-01,16006,42.01772107
2020-01-02,40377,39.82301532
2020-01-03,22715,42.41557491
2020-01-04,22299,43.32660811
2020-01-05,19857,43.55320636
2020-01-06,22317,45.81635344
2020-01-07,28137,46.42458175
2020-01-08,23203,45.65376714
2020-01-09,22227,45.21593084
2020-01-10,22067,48.72732772
2020-01-11,23149,49.2637687
2020-01-12,21059,51.08073662
2020-01-13,19090,49.73376765
2020-01-14,28170,58.47823476
2020-01-15,26034,58.05284983
2020-01-16,23520,57.61825573
2020-01-17,24505,61.48712591
2020-01-18,27480,59.4086438
2020-01-19,28262,57.80069364
2020-01-20,24091,57.20326109
2020-01-21,28330,57.64788131
2020-01-22,25559,58.35472454
2020-01-23,24738,54.63026014
2020-01-24,25192,54.53178894
2020-01-25,25869,53.69778845
2020-01-26,22154,56.21271438
2020-01-27,22424,58.76326686
2020-01-28,30119,60.67181578
2020-01-29,26935,60.07793275
2020-01-30,27683,68.15906252
2020-01-31,31744,67.87949262
2020-02-01,30388,70.82001757
2020-02-02,30370,70.23154173
2020-02-03,42926,69.78021932
2020-02-04,36336,68.19578003
2020-02-05,37397,72.4931038
2020-02-06,39877,73.38868617
2020-02-07,42383,74.35611575
2020-02-08,36155,76.46756358
2020-02-09,38754,77.09257993
2020-02-10,31681,74.33509457
2020-02-11,36999,76.59739711
2020-02-12,31006,81.29745113
2020-02-13,35158,80.40342991
2020-02-14,31717,82.99034907
2020-02-15,30826,76.5132459
2020-02-16,26864,75.15259112
2020-02-17,25684,73.25130447
2020-02-18,32031,77.03518149
2020-02-19,29776,71.13594006
2020-02-20,28270,69.62484632
2020-02-21,28343,73.45091885
2020-02-22,28198,75.1330769
2020-02-23,25081,79.53665528
2020-02-24,24904,75.53561999
2020-02-25,28055,71.18024523
2020-02-26,29404,61.01430861
2020-02-27,29661,61.50788573
2020-02-28,28155,59.76395738
2020-02-29,28697,58.54326356
2020-03-01,25828,57.95668772
2020-03-02,25895,60.99555
2020-03-03,29655,61.14447561
2020-03-04,22273,60.38241897
2020-03-05,45127,62.04545979
2020-03-06,70138,63.02560065
2020-03-07,58134,60.54630926
2020-03-08,55358,51.72860078
2020-03-09,37453,50.16814728
2020-03-10,45065,50.25638895
2020-03-11,35705,48.46378534
2020-03-12,9469,30.93088292
2020-03-13,30108,37.43795474
2020-03-14,23476,34.39658647
2020-03-15,19769,36.43709163
2020-03-16,22403,32.8762152
2020-03-17,23237,33.56387001
2020-03-18,24225,33.68417723
2020-03-19,23474,39.07376593
2020-03-20,26166,38.13195588
2020-03-21,21249,38.34232788
2020-03-22,18615,35.62805385
2020-03-23,19625,38.76576717
2020-03-24,22766,40.49064582
2020-03-25,20487,39.15122284
2020-03-26,20239,40.160597
2020-03-27,21777,38.91847576
2020-03-28,21331,38.873758
2020-03-29,18570,37.33254256
2020-03-30,20489,39.13828904
2020-03-31,24374,39.29910172
2020-04-01,22700,39.38081279
2020-04-02,21870,39.87416665
2020-04-03,21940,40.35913504
2020-04-04,19808,40.67555711
2020-04-05,20622,40.67013927
2020-04-06,22354,44.39112198
2020-04-07,30868,44.6679293
2020-04-08,27673,46.31985866
2020-04-09,26339,46.38497906
2020-04-10,27432,42.26981235
2020-04-11,26174,42.31909769
2020-04-12,22371,42.4502857
2020-04-13,23989,41.20434234
2020-04-14,29552,41.05384226
2020-04-15,28116,39.58906929
2020-04-16,28959,42.6890194
2020-04-17,29123,42.74503552
2020-04-18,29889,44.36289744
2020-04-19,28274,42.63475094
2020-04-20,30500,40.82838424
2020-04-21,38748,41.04014175
2020-04-22,26194,41.8874131
2020-04-23,27271,42.18554489
2020-04-24,30087,44.01096465
2020-04-25,28438,44.71826711
2020-04-26,27304,45.07620544
2020-04-27,29955,45.02045011
2020-04-28,37190,44.25767109
2020-04-29,34552,46.18187489
2020-04-30,38868,49.7000663
2020-05-01,36461,46.835
2020-05-02,31696,47.442
2020-05-03,29724,47.645
2020-05-04,29161,47.299
2020-05-05,37807,46.532
2020-05-06,32813,46.974
2020-05-07,34685,45.986
2020-05-08,40588,47.185
2020-05-09,35025,48.285
2020-05-10,30951,41.65
2020-05-11,30601,41.77
2020-05-12,39853,42.501
2020-05-13,37057,43.169
2020-05-14,35467,43.946
2020-05-15,35862,43.198
2020-05-16,34104,43.154
2020-05-17,29945,44.256
2020-05-18,34995,45.104
2020-05-19,41517,44.911
2020-05-20,38232,43.697
2020-05-21,37863,42.538
2020-05-22,38255,43.974
2020-05-23,38115,44.16
2020-05-24,35539,43.426
2020-05-25,33162,42.659
2020-05-26,37476,41.835
2020-05-27,34367,43.634
2020-05-28,30818,44.489
2020-05-29,44790,44.527
2020-05-30,39809,46.719
2020-05-31,36205,46.313
2020-06-01,36308,46.783
2020-06-02,39757,45.722
2020-06-03,35978,46.844
2020-06-04,36789,47.849
2020-06-05,37591,46.944
2020-06-06,39101,47.004
2020-06-07,35341,45.807
2020-06-08,36807,46.226
2020-06-09,41937,46.163
2020-06-10,36808,46.197
2020-06-11,42301,45.097
2020-06-12,37616,44.793
2020-06-13,33873,44.762
2020-06-14,32923,44.342
2020-06-15,34402,43.272
2020-06-16,39245,43.552
2020-06-17,36780,44.293
2020-06-18,36655,43.533
2020-06-19,37568,43.519
2020-06-20,36474,42.717
2020-06-21,31373,43.343
2020-06-22,33191,43.765
2020-06-23,41402,44.292
2020-06-24,42954,42.319
2020-06-25,44222,42.511
2020-06-26,46901,42.921
2020-06-27,40773,42.404
2020-06-28,39689,41.789
2020-06-29,33367,41.466
2020-06-30,42746,41.293
2020-07-01,37759,41.842
2020-07-02,39597,40.82
2020-07-03,39229,41.413
2020-07-04,37477,41.517
2020-07-05,33962,41.399
2020-07-06,37107,41.601256
2020-07-07,42339,44.092
2020-07-08,42507,45.09
2020-07-09,41996,44.273
2020-07-10,41983,44.451
2020-07-11,40347,44.247
2020-07-12,37489,44.197
2020-07-13,37909,44.762
2020-07-14,46313,43.77
2020-07-15,42469,43.115
2020-07-16,43550,42.024
2020-07-17,43048,42.008
2020-07-18,41605,42.638
2020-07-19,37486,41.956
2020-07-20,36597,42.287
2020-07-21,40310,43.767
2020-07-22,37246,43.671
2020-07-23,38167,44.951
2020-07-24,40021,44.504
2020-07-25,39403,47.769
2020-07-26,40471,48.425
2020-07-27,39084,47.773
2020-07-28,46274,55.435
2020-07-29,51512,55.798
2020-07-30,52071,57.539
2020-07-31,52968,58.134
2020-08-01,46389,59.704
2020-08-02,41829,56.562
2020-08-03,45138,58.849
2020-08-04,56129,57.824
2020-08-05,59198,58.865
2020-08-06,59398,60.463
2020-08-07,54814,58.821
2020-08-08,57695,58.222
2020-08-09,54197,56.643
2020-08-10,47544,58.612
2020-08-11,61604,55.108
2020-08-12,45293,54.752
2020-08-13,51388,54.486
2020-08-14,60064,56.862
2020-08-15,56642,59.686
2020-08-16,50932,62.255
2020-08-17,43587,64.718
2020-08-18,53326,65.246
2020-08-19,51323,61.638
2020-08-20,60837,63.547
2020-08-21,49467,60.791
2020-08-22,41805,59.666
2020-08-23,38604,59.602
2020-08-24,39957,62.218
2020-08-25,45978,59.108
2020-08-26,42451,58.935
2020-08-27,42760,56.448
2020-08-28,42879,58.167
2020-08-29,42101,57.751
2020-08-30,36885,61.177
2020-08-31,41075,61.551
2020-09-01,47565,63.62
2020-09-02,47635,57.78
2020-09-03,44992,53.254
2020-09-04,47574,49.338
2020-09-05,45755,49.268
2020-09-06,40373,47.745
2020-09-07,37785,48.297
2020-09-08,45986,47.452
2020-09-09,43313,47.997
2020-09-10,43908,48.852
2020-09-11,44098,48.574
2020-09-12,43005,48.882
2020-09-13,38628,47.823
2020-09-14,39717,49.572
2020-09-15,44458,48.893
2020-09-16,43824,48.575
2020-09-17,42990,48.429
2020-09-18,44226,48.226
2020-09-19,43860,48.77
2020-09-20,38254,46.71
2020-09-21,39475,43.1
2020-09-22,45024,43.982
2020-09-23,39803,44.414
2020-09-24,42371,44.736
2020-09-25,42243,46.096
2020-09-26,42301,45.833
2020-09-27,37425,45.938
2020-09-28,39656,46.517
2020-09-29,40798,45.216
2020-09-30,36696,46.222
2020-10-01,37924,47.282
2020-10-02,38522,44.833
2020-10-03,39159,45.86
2020-10-04,34459,45.926
2020-10-05,34008,46.436
2020-10-06,38265,47.945
2020-10-07,30368,46.165
2020-10-08,35884,47.199
2020-10-09,37683,48.18
2020-10-10,37486,49.505
2020-10-11,35196,50.736
2020-10-12,35822,51.034
2020-10-13,38826,49.734
2020-10-14,37302,49.5
2020-10-15,37283,49.686
2020-10-16,38735,47.102
2020-10-17,35451,47.024
2020-10-18,32608,47.542
2020-10-19,33426,48.26
2020-10-20,37143,47.224
2020-10-21,40121,52.754
2020-10-22,39888,54.764
2020-10-23,38946,54.828
2020-10-24,37530,58.663
2020-10-25,35226,59.302
2020-10-26,36709,56.2
2020-10-27,39747,58.179
2020-10-28,38697,56.496
2020-10-29,36332,55.557
2020-10-30,39327,53.854
2020-10-31,40602,56.296
2020-11-01,35547,54.974
2020-11-02,38029,54.041
2020-11-03,43975,52.989
2020-11-04,41781,52.553
2020-11-05,41135,59.617
2020-11-06,45392,60.755
2020-11-07,36687,61.276
2020-11-08,31726,61.325
2020-11-09,36322,58.335
2020-11-10,41411,57.707
2020-11-11,39212,59.769
2020-11-12,39393,59.011
2020-11-13,43744,65.34
2020-11-14,41112,63.1
2020-11-15,36704,62.936
2020-11-16,40816,71.584
2020-11-17,45606,72.998
2020-11-18,42919,71.439
2020-11-19,41071,80.913
2020-11-20,44337,82.127
2020-11-21,44145,86.569
2020-11-22,42248,82.73
2020-11-23,42767,86.158
2020-11-24,53360,90.565
2020-11-25,49263,87.712
2020-11-26,49445,70.866
2020-11-27,46420,65.995
2020-11-28,41669,72.693
2020-11-29,39460,75.527
2020-11-30,42478,83.764
2020-12-01,55831,91.65
2020-12-02,48550,86.427
2020-12-03,47225,90.213
2020-12-04,45212,84.517
2020-12-05,42846,83.079
2020-12-06,39833,81.884
2020-12-07,41116,84.58
2020-12-08,48588,79.747
2020-12-09,47876,76.346
2020-12-10,47234,74.394
2020-12-11,48693,72.97
2020-12-12,43256,74.906
2020-12-13,39836,80.658
2020-12-14,42402,81.798
2020-12-15,48832,81.653
2020-12-16,47380,88.577
2020-12-17,62440,106.282
2020-12-18,58711,105.116
2020-12-19,51205,118.547
2020-12-20,52293,119.116
2020-12-21,44812,107.778
2020-12-22,51949,112.323
2020-12-23,52938,105.249
2020-12-24,51809,107.942
2020-12-25,46044,118.715
2020-12-26,49467,129.655
2020-12-27,54055,135.848
2020-12-28,53286,131.236
2020-12-29,59878,124.61
2020-12-30,57210,126.09
2020-12-31,59759,124.983
2021-01-01,48758,126.726
2021-01-02,53584,131.013
2021-01-03,66018,151.179
2021-01-04,69704,152.534
2021-01-05,66927,154.637
2021-01-06,67749,164.84
2021-01-07,72225,170.802
2021-01-08,74566,172.231
2021-01-09,69291,170.668
2021-01-10,67822,173.822
2021-01-11,59519,124.789
2021-01-12,81205,136.384
2021-01-13,61009,138.399
2021-01-14,64346,153.414
2021-01-15,66429,136.278
2021-01-16,66740,149.985
2021-01-17,62199,142.303
2021-01-18,63316,151.849
2021-01-19,69448,161.47
2021-01-20,73220,140.585
2021-01-21,71442,130.957
2021-01-22,64143,140.23
2021-01-23,65819,138.996
2021-01-24,59264,137.898
2021-01-25,41511,145.432
2021-01-26,43345,131.12
2021-01-27,66053,125.342
2021-01-28,67577,130.827
2021-01-29,91605,142.525
2021-01-30,89262,133.132
2021-01-31,78018,127.342
2021-02-01,83148,128.945
2021-02-02,84125,144.868
2021-02-03,90053,153.44
2021-02-04,90911,144.086
2021-02-05,91135,155.173
2021-02-06,91459,162.117
2021-02-07,79923,148.741
2021-02-08,82883,164.514
2021-02-09,102617,168.714
2021-02-10,104438,176.189
2021-02-11,93949,189.074
2021-02-12,99993,184.776
2021-02-13,105730,215.103
2021-02-14,98827,212.756
2021-02-15,87651,211.7
2021-02-16,82860,210.826
2021-02-17,88664,228.947
2021-02-18,115925,225.422
2021-02-19,108758,231.931
2021-02-20,108455,233.068
2021-02-21,93757,230.531
2021-02-22,97173,200.078
2021-02-23,105841,176.885
2021-02-24,96964,183.066
2021-02-25,95894,202.943
2021-02-26,99317,176.604
2021-02-27,103868,172.437
2021-02-28,85750,155.958
2021-03-01,90805,175.072
2021-03-02,94679,179.602
2021-03-03,95682,193.777
2021-03-04,100843,185.813
2021-03-05,96762,176.602
2021-03-06,94338,177.845
2021-03-07,86496,185.729
2021-03-08,87960,186.575
2021-03-09,98827,198.101
2021-03-10,97095,203.163
2021-03-11,109488,197.891
2021-03-12,107425,210.669
2021-03-13,121142,227.625
2021-03-14,107810,217.173
2021-03-15,105592,201.982
2021-03-16,112320,204.149
2021-03-17,110809,197.544
2021-03-18,120082,205.126
2021-03-19,118423,203.726
2021-03-20,108633,203.96
2021-03-21,99742,195.874
2021-03-22,99382,196.55
2021-03-23,100254,186.622
2021-03-24,111305,193.349
2021-03-25,107777,170.622
2021-03-26,101757,179.611
2021-03-27,108145,181.2
2021-03-28,102292,185.745
2021-03-29,103632,193.646
2021-03-30,123259,196.207
2021-03-31,114830,193.501
2021-04-01,122057,203.629
2021-04-02,112791,207.9
2021-04-03,113859,207.9
2021-04-04,99128,201.362
2021-04-05,102375,209.635
2021-04-06,124643,235.047
2021-04-07,125511,218.009
2021-04-08,109944,224.882
2021-04-09,116519,223.895
2021-04-10,114054,235.452
2021-04-11,110727,252.464
2021-04-12,111590,244.295
2021-04-13,124324,267.853
2021-04-14,130075,265.727
2021-04-15,125620,279.892
2021-04-16,141405,300.004
2021-04-17,146349,304.758
2021-04-18,126299,266.055
2021-04-19,131996,252.26
2021-04-20,157660,254.553
2021-04-21,151701,274.166
2021-04-22,128526,286.258
2021-04-23,125693,234.978
2021-04-24,116029,231.961
2021-04-25,102525,234.438
2021-04-26,108221,243.577
2021-04-27,123770,258.196
2021-04-28,121234,252.199
2021-04-29,119310,256.407
2021-04-30,128201,269.034
2021-05-01,126598,269.202
2021-05-02,111344,268.404
2021-05-03,118488,283.052
2021-05-04,139842,299.499
2021-05-05,142295,352.382
2021-05-06,149718,343.385
2021-05-07,147013,351.362
2021-05-08,138815,335.384
2021-05-09,128531,367.913
2021-05-10,149111,400.902
2021-05-11,166196,370.221
2021-05-12,154271,360.33
2021-05-13,144497,314.544
2021-05-14,138038,336.903
2021-05-15,133601,312.554
2021-05-16,118347,302.337
2021-05-17,119940,273.988
2021-05-18,118345,299.511
2021-05-19,122114,208.357
2021-05-20,123747,215.458
2021-05-21,111308,179.72
2021-05-22,106623,180.951
2021-05-23,91270,135.551
2021-05-24,98011,166.921
2021-05-25,106759,176.755
2021-05-26,104074,193.703
2021-05-27,99627,203.801
2021-05-28,96994,179.077
2021-05-29,100189,165.031
2021-05-30,87800,174.113
2021-05-31,94719,184.374
2021-06-01,96729,179.02
2021-06-02,98929,187.642
2021-06-03,100866,188.575
2021-06-04,100541,177.439
2021-06-05,91962,174.14
2021-06-06,84616,176.377
2021-06-07,88286,177.178
2021-06-08,94132,151.698
2021-06-09,92391,168.834
2021-06-10,93500,165.951
2021-06-11,95245,166.597
2021-06-12,93120,161.324
2021-06-13,81664,160.527
2021-06-14,87235,175.953
2021-06-15,98041,174.001
2021-06-16,92237,166.765
2021-06-17,90570,169.638
2021-06-18,89344,156.889
2021-06-19,86222,158.517
2021-06-20,76792,148.487
2021-06-21,81339,134.76
2021-06-22,91459,117.681
2021-06-23,88009,127.359
2021-06-24,86516,134.348
2021-06-25,88315,127.866
2021-06-26,82998,123.052
2021-06-27,78577,127.607
2021-06-28,84365,136.914
2021-06-29,93389,147.183
2021-06-30,97131,136.925
2021-07-01,89762,136.636
2021-07-02,91828,134.83
2021-07-03,86836,140.659
2021-07-04,81782,145.945
2021-07-05,82591,137.135
2021-07-06,98888,137.965
2021-07-07,93387,139.877
2021-07-08,98940,131.248
2021-07-09,95107,134.598
2021-07-10,96817,132.915
2021-07-11,90067,135.14
2021-07-12,91492,138.832
2021-07-13,90399,133.281
2021-07-14,90665,130.363
2021-07-15,86691,125.282
2021-07-16,91398,124.912
2021-07-17,92665,119.994
2021-07-18,72119,117.897
2021-07-19,91132,112.809
2021-07-20,97800,109.038
2021-07-21,87484,116.787
2021-07-22,84904,121.499
2021-07-23,84418,118.715
2021-07-24,81203,125.791
2021-07-25,75887,124.818
2021-07-26,83941,137.685
2021-07-27,91443,133.504
2021-07-28,86419,137.668
2021-07-29,92118,140.124
2021-07-30,87577,137.61
2021-07-31,90303,143.703
2021-08-01,84758,145.909
2021-08-02,90915,143.899
2021-08-03,102106,138.527
2021-08-04,102624,142.537
2021-08-05,152241,140.374
2021-08-06,159556,149.466
2021-08-07,149358,154.026
2021-08-08,133160,150.893
2021-08-09,132333,164.499
2021-08-10,157442,162.613
2021-08-11,166730,172.268
2021-08-12,154086,163.493
2021-08-13,153658,175.964
2021-08-14,146734,181.711
2021-08-15,130836,180.34
2021-08-16,138905,182.174
2021-08-17,119092,176.666
2021-08-18,207237,172.932
2021-08-19,115102,170.771
2021-08-20,135422,182.855
2021-08-21,158306,182.059
2021-08-22,109198,182.355
2021-08-23,138792,186.603
2021-08-24,179211,176.752
2021-08-25,288934,177.971
2021-08-26,212358,168.214
2021-08-27,192989,174.307
2021-08-28,198060,173.042
2021-08-29,166471,174.572
2021-08-30,179444,171.492
2021-08-31,201502,170.966
