Time,LTC number of daily transactions on the chain,Price
2019-06-05,26708,103.84929019
2019-06-06,28146,111.10722639
2019-06-07,28580,117.37440983
2019-06-08,31590,118.55203559
2019-06-09,26844,115.13230279
2019-06-10,31862,129.07143516
2019-06-11,35979,136.02974045
2019-06-12,38911,135.65375167
2019-06-13,35707,131.35176624
2019-06-14,36690,133.05327285
2019-06-15,35516,138.1270843
2019-06-16,33740,137.12225187
2019-06-17,32358,134.4380985
2019-06-18,36419,135.1587314
2019-06-19,35344,136.60319571
2019-06-20,35597,135.47983606
2019-06-21,40722,138.88376567
2019-06-22,48617,141.90304461
2019-06-23,34823,136.88216775
2019-06-24,39861,135.53275927
2019-06-25,35067,136.48939007
2019-06-26,37207,131.26509817
2019-06-27,38746,114.40476832
2019-06-28,32602,120.15009354
2019-06-29,32208,133.66278729
2019-06-30,28620,122.24911794
2019-07-01,28878,122.58371529
2019-07-02,27804,119.24369945
2019-07-03,28485,122.56411351
2019-07-04,28363,119.97692342
2019-07-05,27576,118.35250797
2019-07-06,28486,117.82361999
2019-07-07,28884,120.32087848
2019-07-08,37824,123.28548477
2019-07-09,31878,119.43281247
2019-07-10,37140,108.50025767
2019-07-11,36554,102.64430143
2019-07-12,34431,105.30005716
2019-07-13,31632,101.02479606
2019-07-14,29209,89.7704786
2019-07-15,31117,90.9229715
2019-07-16,31062,79.4999322
2019-07-17,33529,89.81071962
2019-07-18,31529,101.0854224
2019-07-19,31172,98.40265458
2019-07-20,28475,100.60994111
2019-07-21,26066,99.62758906
2019-07-22,26322,95.41738793
2019-07-23,28235,90.62262985
2019-07-24,28490,94.30966901
2019-07-25,27788,93.44631755
2019-07-26,27544,94.30501523
2019-07-27,27954,88.88902064
2019-07-28,24993,89.7693334
2019-07-29,28738,90.42642453
2019-07-30,31235,90.56694812
2019-07-31,30008,98.50957817
2019-08-01,29409,99.1797222
2019-08-02,30490,94.9412951
2019-08-03,30819,94.58088063
2019-08-04,27563,93.20378193
2019-08-05,30526,96.83465096
2019-08-06,34421,93.06971578
2019-08-07,33237,90.91259868
2019-08-08,38664,90.0316084
2019-08-09,37745,84.43937741
2019-08-10,35966,85.41947628
2019-08-11,31095,89.75266744
2019-08-12,32604,85.74922988
2019-08-13,32888,84.40614405
2019-08-14,24695,76.06498599
2019-08-15,25171,76.3889783
2019-08-16,24311,74.92015389
2019-08-17,22542,72.79772208
2019-08-18,21137,76.26994844
2019-08-19,20711,77.26319053
2019-08-20,22421,75.19656636
2019-08-21,23954,72.96495341
2019-08-22,23157,73.59859578
2019-08-23,23313,75.4028135
2019-08-24,22693,73.46361651
2019-08-25,18258,72.30814717
2019-08-26,19889,73.85717406
2019-08-27,22172,72.8362288
2019-08-28,21915,67.42554186
2019-08-29,23231,64.09805536
2019-08-30,21737,64.3329791
2019-08-31,21716,64.57605323
2019-09-01,20623,66.14472283
2019-09-02,21023,66.94495229
2019-09-03,28497,69.1292589
2019-09-04,24818,67.28563094
2019-09-05,25216,65.39556986
2019-09-06,27533,65.22820135
2019-09-07,27444,69.03871303
2019-09-08,32289,70.54936581
2019-09-09,28016,70.19223668
2019-09-10,28128,70.82339441
2019-09-11,27409,69.92214325
2019-09-12,27447,69.22507318
2019-09-13,29142,68.98861867
2019-09-14,28227,70.56230414
2019-09-15,33143,70.31517682
2019-09-16,32339,72.57310885
2019-09-17,41518,74.22122874
2019-09-18,37192,77.9691339
2019-09-19,50405,77.05962375
2019-09-20,38157,75.14909239
2019-09-21,30135,73.51652871
2019-09-22,22482,72.61612214
2019-09-23,35004,66.85189352
2019-09-24,34391,55.82363961
2019-09-25,31726,57.65800771
2019-09-26,26800,55.54061717
2019-09-27,24715,56.36084944
2019-09-28,28267,55.68224655
2019-09-29,23827,54.31954708
2019-09-30,23841,56.05690877
2019-10-01,24741,56.05807617
2019-10-02,22585,56.50892452
2019-10-03,21750,56.54681453
2019-10-04,22894,56.85321211
2019-10-05,24992,56.84387155
2019-10-06,27961,55.41156909
2019-10-07,27343,57.78830011
2019-10-08,26840,57.39858676
2019-10-09,25620,59.43086584
2019-10-10,26972,57.77608318
2019-10-11,25571,56.29696897
2019-10-12,25259,55.98286968
2019-10-13,21669,56.71399491
2019-10-14,22150,56.9754007
2019-10-15,23420,54.94420813
2019-10-16,22850,52.92310668
2019-10-17,21019,54.8844752
2019-10-18,21030,53.49169243
2019-10-19,21000,54.03457156
2019-10-20,18621,54.93437971
2019-10-21,19375,54.93829826
2019-10-22,20342,53.74436209
2019-10-23,20720,49.62795619
2019-10-24,20302,50.06766592
2019-10-25,20786,56.93901103
2019-10-26,23699,56.77525171
2019-10-27,19508,59.91398883
2019-10-28,21661,58.1268403
2019-10-29,22737,59.86962436
2019-10-30,21785,58.42097163
2019-10-31,21915,58.78068363
2019-11-01,20654,58.58364342
2019-11-02,20146,58.59702496
2019-11-03,66852,58.62518916
2019-11-04,20484,61.57305749
2019-11-05,24029,63.30276443
2019-11-06,41936,64.26874532
2019-11-07,20763,61.84322201
2019-11-08,21504,60.52991777
2019-11-09,21084,61.95471205
2019-11-10,20575,63.84146646
2019-11-11,20676,61.89910685
2019-11-12,21085,61.3402973
2019-11-13,21192,61.11134683
2019-11-14,24094,59.42989428
2019-11-15,28513,57.8117104
2019-11-16,23180,58.56543744
2019-11-17,20202,59.57322771
2019-11-18,33961,56.80095038
2019-11-19,23820,55.62398692
2019-11-20,21731,55.29092301
2019-11-21,22335,50.88305331
2019-11-22,24095,47.61553723
2019-11-23,22860,48.70649129
2019-11-24,20949,44.73422645
2019-11-25,22476,45.83033597
2019-11-26,22161,47.27334136
2019-11-27,21901,48.00880628
2019-11-28,23304,47.05694886
2019-11-29,22079,48.87915797
2019-11-30,23508,47.47543068
2019-12-01,21830,47.71117072
2019-12-02,21781,45.81701669
2019-12-03,23462,45.38160492
2019-12-04,21702,45.19295067
2019-12-05,22839,45.30163951
2019-12-06,21796,45.67011865
2019-12-07,22815,45.64049064
2019-12-08,20694,45.95294499
2019-12-09,22676,44.93924342
2019-12-10,23321,44.64424112
2019-12-11,22354,43.94569631
2019-12-12,22447,44.08216995
2019-12-13,22702,44.45057895
2019-12-14,22393,43.72218612
2019-12-15,20925,43.75682778
2019-12-16,22529,40.37425893
2019-12-17,23879,37.08342904
2019-12-18,23935,40.77854389
2019-12-19,22716,39.92029576
2019-12-20,23888,40.29015876
2019-12-21,23957,39.99682869
2019-12-22,21046,41.96519088
2019-12-23,22521,40.84747457
2019-12-24,21164,40.6780157
2019-12-25,18591,40.62956151
2019-12-26,23415,40.26603551
2019-12-27,27878,41.17817255
2019-12-28,23448,42.84252238
2019-12-29,21845,43.67065925
2019-12-30,21499,42.74733688
2019-12-31,22197,41.34007395
2020-01-01,15560,42.01772107
2020-01-02,29866,39.82301532
2020-01-03,21291,42.41557491
2020-01-04,20827,43.32660811
2020-01-05,19134,43.55320636
2020-01-06,20894,45.81635344
2020-01-07,22193,46.42458175
2020-01-08,22238,45.65376714
2020-01-09,20893,45.21593084
2020-01-10,21026,48.72732772
2020-01-11,22464,49.2637687
2020-01-12,20485,51.08073662
2020-01-13,18615,49.73376765
2020-01-14,23314,58.47823476
2020-01-15,25161,58.05284983
2020-01-16,22945,57.61825573
2020-01-17,23802,61.48712591
2020-01-18,24829,59.4086438
2020-01-19,24011,57.80069364
2020-01-20,21428,57.20326109
2020-01-21,22566,57.64788131
2020-01-22,22344,58.35472454
2020-01-23,21904,54.63026014
2020-01-24,22978,54.53178894
2020-01-25,22451,53.69778845
2020-01-26,20470,56.21271438
2020-01-27,20546,58.76326686
2020-01-28,25061,60.67181578
2020-01-29,23902,60.07793275
2020-01-30,25304,68.15906252
2020-01-31,28301,67.87949262
2020-02-01,27152,70.82001757
2020-02-02,26287,70.23154173
2020-02-03,34278,69.78021932
2020-02-04,27836,68.19578003
2020-02-05,26823,72.4931038
2020-02-06,30055,73.38868617
2020-02-07,28102,74.35611575
2020-02-08,26886,76.46756358
2020-02-09,26501,77.09257993
2020-02-10,26628,74.33509457
2020-02-11,25776,76.59739711
2020-02-12,27301,81.29745113
2020-02-13,29009,80.40342991
2020-02-14,27233,82.99034907
2020-02-15,27422,76.5132459
2020-02-16,24125,75.15259112
2020-02-17,23859,73.25130447
2020-02-18,24093,77.03518149
2020-02-19,25723,71.13594006
2020-02-20,24862,69.62484632
2020-02-21,24174,73.45091885
2020-02-22,24305,75.1330769
2020-02-23,21678,79.53665528
2020-02-24,21627,75.53561999
2020-02-25,21785,71.18024523
2020-02-26,24673,61.01430861
2020-02-27,25692,61.50788573
2020-02-28,24632,59.76395738
2020-02-29,24567,58.54326356
2020-03-01,22673,57.95668772
2020-03-02,23013,60.99555
2020-03-03,23867,61.14447561
2020-03-04,21067,60.38241897
2020-03-05,23125,62.04545979
2020-03-06,23717,63.02560065
2020-03-07,23052,60.54630926
2020-03-08,22562,51.72860078
2020-03-09,25595,50.16814728
2020-03-10,24554,50.25638895
2020-03-11,22671,48.46378534
2020-03-12,26019,30.93088292
2020-03-13,30693,37.43795474
2020-03-14,23392,34.39658647
2020-03-15,19572,36.43709163
2020-03-16,22736,32.8762152
2020-03-17,22289,33.56387001
2020-03-18,24107,33.68417723
2020-03-19,23226,39.07376593
2020-03-20,26483,38.13195588
2020-03-21,21997,38.34232788
2020-03-22,19340,35.62805385
2020-03-23,20054,38.76576717
2020-03-24,22351,40.49064582
2020-03-25,21315,39.15122284
2020-03-26,21152,40.160597
2020-03-27,22768,38.91847576
2020-03-28,23240,38.873758
2020-03-29,21896,37.33254256
2020-03-30,21545,39.13828904
2020-03-31,23692,39.29910172
2020-04-01,24152,39.38081279
2020-04-02,23133,39.87416665
2020-04-03,23373,40.35913504
2020-04-04,24306,40.67555711
2020-04-05,26512,40.67013927
2020-04-06,22588,44.39112198
2020-04-07,27382,44.6679293
2020-04-08,26737,46.31985866
2020-04-09,25138,46.38497906
2020-04-10,27311,42.26981235
2020-04-11,27605,42.31909769
2020-04-12,22787,42.4502857
2020-04-13,23378,41.20434234
2020-04-14,24912,41.05384226
2020-04-15,26829,39.58906929
2020-04-16,26936,42.6890194
2020-04-17,28061,42.74503552
2020-04-18,27110,44.36289744
2020-04-19,26190,42.63475094
2020-04-20,27903,40.82838424
2020-04-21,27119,41.04014175
2020-04-22,24688,41.8874131
2020-04-23,27187,42.18554489
2020-04-24,29287,44.01096465
2020-04-25,26738,44.71826711
2020-04-26,27047,45.07620544
2020-04-27,28996,45.02045011
2020-04-28,31202,44.25767109
2020-04-29,32745,46.18187489
2020-04-30,36159,49.7000663
2020-05-01,31204,46.835
2020-05-02,29823,47.442
2020-05-03,27225,47.645
2020-05-04,26298,47.299
2020-05-05,28411,46.532
2020-05-06,29203,46.974
2020-05-07,32409,45.986
2020-05-08,34504,47.185
2020-05-09,32454,48.285
2020-05-10,27528,41.65
2020-05-11,27631,41.77
2020-05-12,32655,42.501
2020-05-13,31478,43.169
2020-05-14,30413,43.946
2020-05-15,32454,43.198
2020-05-16,31349,43.154
2020-05-17,28772,44.256
2020-05-18,32011,45.104
2020-05-19,33221,44.911
2020-05-20,32316,43.697
2020-05-21,34110,42.538
2020-05-22,30881,43.974
2020-05-23,33380,44.16
2020-05-24,30409,43.426
2020-05-25,26568,42.659
2020-05-26,35882,41.835
2020-05-27,32713,43.634
2020-05-28,31255,44.489
2020-05-29,37861,44.527
2020-05-30,36304,46.719
2020-05-31,33108,46.313
2020-06-01,33797,46.783
2020-06-02,35847,45.722
2020-06-03,34083,46.844
2020-06-04,34062,47.849
2020-06-05,35471,46.944
2020-06-06,34798,47.004
2020-06-07,31837,45.807
2020-06-08,34608,46.226
2020-06-09,34682,46.163
2020-06-10,34043,46.197
2020-06-11,37511,45.097
2020-06-12,35847,44.793
2020-06-13,32488,44.762
2020-06-14,30730,44.342
2020-06-15,32774,43.272
2020-06-16,34712,43.552
2020-06-17,33705,44.293
2020-06-18,32281,43.533
2020-06-19,32817,43.519
2020-06-20,32631,42.717
2020-06-21,28093,43.343
2020-06-22,29852,43.765
2020-06-23,33127,44.292
2020-06-24,35375,42.319
2020-06-25,36530,42.511
2020-06-26,38398,42.921
2020-06-27,34451,42.404
2020-06-28,33763,41.789
2020-06-29,30263,41.466
2020-06-30,34251,41.293
2020-07-01,32865,41.842
2020-07-02,33791,40.82
2020-07-03,34545,41.413
2020-07-04,33641,41.517
2020-07-05,31363,41.399
2020-07-06,32670,41.601256
2020-07-07,34936,44.092
2020-07-08,37324,45.09
2020-07-09,36864,44.273
2020-07-10,36317,44.451
2020-07-11,34494,44.247
2020-07-12,33394,44.197
2020-07-13,33218,44.762
2020-07-14,39850,43.77
2020-07-15,37660,43.115
2020-07-16,37836,42.024
2020-07-17,38993,42.008
2020-07-18,38823,42.638
2020-07-19,36415,41.956
2020-07-20,36279,42.287
2020-07-21,37641,43.767
2020-07-22,37189,43.671
2020-07-23,38348,44.951
2020-07-24,39675,44.504
2020-07-25,40813,47.769
2020-07-26,43150,48.425
2020-07-27,42132,47.773
2020-07-28,48247,55.435
2020-07-29,48674,55.798
2020-07-30,46735,57.539
2020-07-31,46163,58.134
2020-08-01,40615,59.704
2020-08-02,38542,56.562
2020-08-03,38267,58.849
2020-08-04,44253,57.824
2020-08-05,48090,58.865
2020-08-06,49559,60.463
2020-08-07,46214,58.821
2020-08-08,47627,58.222
2020-08-09,46122,56.643
2020-08-10,43503,58.612
2020-08-11,50921,55.108
2020-08-12,43950,54.752
2020-08-13,49782,54.486
2020-08-14,54905,56.862
2020-08-15,52232,59.686
2020-08-16,49599,62.255
2020-08-17,45765,64.718
2020-08-18,51675,65.246
2020-08-19,46220,61.638
2020-08-20,58614,63.547
2020-08-21,46098,60.791
2020-08-22,39701,59.666
2020-08-23,38565,59.602
2020-08-24,39239,62.218
2020-08-25,42390,59.108
2020-08-26,40606,58.935
2020-08-27,39696,56.448
2020-08-28,39791,58.167
2020-08-29,41251,57.751
2020-08-30,36956,61.177
2020-08-31,42146,61.551
2020-09-01,43366,63.62
2020-09-02,45136,57.78
2020-09-03,43986,53.254
2020-09-04,46747,49.338
2020-09-05,43882,49.268
2020-09-06,40567,47.745
2020-09-07,40634,48.297
2020-09-08,40769,47.452
2020-09-09,43716,47.997
2020-09-10,43451,48.852
2020-09-11,44585,48.574
2020-09-12,43495,48.882
2020-09-13,35125,47.823
2020-09-14,34049,49.572
2020-09-15,37143,48.893
2020-09-16,51158,48.575
2020-09-17,72347,48.429
2020-09-18,95075,48.226
2020-09-19,105289,48.77
2020-09-20,109410,46.71
2020-09-21,127164,43.1
2020-09-22,136499,43.982
2020-09-23,150331,44.414
2020-09-24,161715,44.736
2020-09-25,164748,46.096
2020-09-26,166404,45.833
2020-09-27,159899,45.938
2020-09-28,156001,46.517
2020-09-29,151454,45.216
2020-09-30,139803,46.222
2020-10-01,134564,47.282
2020-10-02,128585,44.833
2020-10-03,118344,45.86
2020-10-04,110977,45.926
2020-10-05,114707,46.436
2020-10-06,112217,47.945
2020-10-07,100043,46.165
2020-10-08,110158,47.199
2020-10-09,102090,48.18
2020-10-10,99029,49.505
2020-10-11,91389,50.736
2020-10-12,93543,51.034
2020-10-13,95344,49.734
2020-10-14,89678,49.5
2020-10-15,105724,49.686
2020-10-16,115306,47.102
2020-10-17,97409,47.024
2020-10-18,92528,47.542
2020-10-19,95482,48.26
2020-10-20,103083,47.224
2020-10-21,109809,52.754
2020-10-22,104892,54.764
2020-10-23,103766,54.828
2020-10-24,99482,58.663
2020-10-25,99291,59.302
2020-10-26,95262,56.2
2020-10-27,92320,58.179
2020-10-28,88883,56.496
2020-10-29,84669,55.557
2020-10-30,96593,53.854
2020-10-31,94943,56.296
2020-11-01,88898,54.974
2020-11-02,91262,54.041
2020-11-03,92169,52.989
2020-11-04,90575,52.553
2020-11-05,84480,59.617
2020-11-06,91277,60.755
2020-11-07,83438,61.276
2020-11-08,78472,61.325
2020-11-09,79542,58.335
2020-11-10,81431,57.707
2020-11-11,77821,59.769
2020-11-12,78470,59.011
2020-11-13,84628,65.34
2020-11-14,77756,63.1
2020-11-15,73973,62.936
2020-11-16,80841,71.584
2020-11-17,79224,72.998
2020-11-18,79363,71.439
2020-11-19,72792,80.913
2020-11-20,79363,82.127
2020-11-21,73269,86.569
2020-11-22,72919,82.73
2020-11-23,72728,86.158
2020-11-24,75186,90.565
2020-11-25,70910,87.712
2020-11-26,66405,70.866
2020-11-27,62078,65.995
2020-11-28,60734,72.693
2020-11-29,61278,75.527
2020-11-30,59595,83.764
2020-12-01,67358,91.65
2020-12-02,60131,86.427
2020-12-03,62532,90.213
2020-12-04,60044,84.517
2020-12-05,55737,83.079
2020-12-06,56652,81.884
2020-12-07,54633,84.58
2020-12-08,57828,79.747
2020-12-09,58232,76.346
2020-12-10,56078,74.394
2020-12-11,55715,72.97
2020-12-12,52443,74.906
2020-12-13,54039,80.658
2020-12-14,60903,81.798
2020-12-15,53636,81.653
2020-12-16,55220,88.577
2020-12-17,71394,106.282
2020-12-18,62850,105.116
2020-12-19,58662,118.547
2020-12-20,61790,119.116
2020-12-21,54989,107.778
2020-12-22,55702,112.323
2020-12-23,58795,105.249
2020-12-24,62952,107.942
2020-12-25,55164,118.715
2020-12-26,56356,129.655
2020-12-27,63515,135.848
2020-12-28,58332,131.236
2020-12-29,66231,124.61
2020-12-30,59559,126.09
2020-12-31,63774,124.983
2021-01-01,51514,126.726
2021-01-02,59802,131.013
2021-01-03,72379,151.179
2021-01-04,74521,152.534
2021-01-05,62258,154.637
2021-01-06,65739,164.84
2021-01-07,70875,170.802
2021-01-08,67553,172.231
2021-01-09,62129,170.668
2021-01-10,64341,173.822
2021-01-11,63199,124.789
2021-01-12,65194,136.384
2021-01-13,57933,138.399
2021-01-14,59841,153.414
2021-01-15,55993,136.278
2021-01-16,55931,149.985
2021-01-17,54334,142.303
2021-01-18,56828,151.849
2021-01-19,60405,161.47
2021-01-20,72042,140.585
2021-01-21,73176,130.957
2021-01-22,62382,140.23
2021-01-23,63509,138.996
2021-01-24,60561,137.898
2021-01-25,63930,145.432
2021-01-26,63116,131.12
2021-01-27,68798,125.342
2021-01-28,66875,130.827
2021-01-29,83181,142.525
2021-01-30,80978,133.132
2021-01-31,77262,127.342
2021-02-01,80949,128.945
2021-02-02,78853,144.868
2021-02-03,85580,153.44
2021-02-04,82331,144.086
2021-02-05,79365,155.173
2021-02-06,83557,162.117
2021-02-07,73329,148.741
2021-02-08,75377,164.514
2021-02-09,88106,168.714
2021-02-10,100385,176.189
2021-02-11,87194,189.074
2021-02-12,88496,184.776
2021-02-13,92559,215.103
2021-02-14,92218,212.756
2021-02-15,84219,211.7
2021-02-16,87923,210.826
2021-02-17,95195,228.947
2021-02-18,100817,225.422
2021-02-19,98470,231.931
2021-02-20,103783,233.068
2021-02-21,92508,230.531
2021-02-22,101927,200.078
2021-02-23,103320,176.885
2021-02-24,98511,183.066
2021-02-25,108193,202.943
2021-02-26,107987,176.604
2021-02-27,113489,172.437
2021-02-28,97648,155.958
2021-03-01,99865,175.072
2021-03-02,103505,179.602
2021-03-03,110252,193.777
2021-03-04,106923,185.813
2021-03-05,98790,176.602
2021-03-06,96550,177.845
2021-03-07,93247,185.729
2021-03-08,92724,186.575
2021-03-09,107138,198.101
2021-03-10,114242,203.163
2021-03-11,100207,197.891
2021-03-12,103351,210.669
2021-03-13,106606,227.625
2021-03-14,109048,217.173
2021-03-15,102975,201.982
2021-03-16,110442,204.149
2021-03-17,123088,197.544
2021-03-18,125251,205.126
2021-03-19,111476,203.726
2021-03-20,114789,203.96
2021-03-21,103278,195.874
2021-03-22,109062,196.55
2021-03-23,111002,186.622
2021-03-24,109308,193.349
2021-03-25,126456,170.622
2021-03-26,109944,179.611
2021-03-27,110931,181.2
2021-03-28,120930,185.745
2021-03-29,112526,193.646
2021-03-30,112173,196.207
2021-03-31,109500,193.501
2021-04-01,123368,203.629
2021-04-02,109273,207.9
2021-04-03,112634,207.9
2021-04-04,101636,201.362
2021-04-05,103960,209.635
2021-04-06,116410,235.047
2021-04-07,122358,218.009
2021-04-08,112641,224.882
2021-04-09,103473,223.895
2021-04-10,109825,235.452
2021-04-11,106185,252.464
2021-04-12,108145,244.295
2021-04-13,111135,267.853
2021-04-14,123794,265.727
2021-04-15,115195,279.892
2021-04-16,127773,300.004
2021-04-17,133469,304.758
2021-04-18,121857,266.055
2021-04-19,118064,252.26
2021-04-20,131674,254.553
2021-04-21,130299,274.166
2021-04-22,122247,286.258
2021-04-23,117191,234.978
2021-04-24,112953,231.961
2021-04-25,101880,234.438
2021-04-26,106935,243.577
2021-04-27,108636,258.196
2021-04-28,118591,252.199
2021-04-29,116739,256.407
2021-04-30,113086,269.034
2021-05-01,114705,269.202
2021-05-02,104270,268.404
2021-05-03,110472,283.052
2021-05-04,123480,299.499
2021-05-05,139431,352.382
2021-05-06,134882,343.385
2021-05-07,125678,351.362
2021-05-08,126914,335.384
2021-05-09,119921,367.913
2021-05-10,129491,400.902
2021-05-11,134925,370.221
2021-05-12,138818,360.33
2021-05-13,126139,314.544
2021-05-14,119954,336.903
2021-05-15,122157,312.554
2021-05-16,115943,302.337
2021-05-17,116361,273.988
2021-05-18,117528,299.511
2021-05-19,126777,208.357
2021-05-20,118469,215.458
2021-05-21,110700,179.72
2021-05-22,111303,180.951
2021-05-23,96464,135.551
2021-05-24,102770,166.921
2021-05-25,105548,176.755
2021-05-26,116707,193.703
2021-05-27,103441,203.801
2021-05-28,102653,179.077
2021-05-29,106347,165.031
2021-05-30,92443,174.113
2021-05-31,89895,184.374
2021-06-01,94999,179.02
2021-06-02,105865,187.642
2021-06-03,101145,188.575
2021-06-04,97475,177.439
2021-06-05,90605,174.14
2021-06-06,87310,176.377
2021-06-07,90671,177.178
2021-06-08,93900,151.698
2021-06-09,103803,168.834
2021-06-10,94051,165.951
2021-06-11,98765,166.597
2021-06-12,100469,161.324
2021-06-13,84782,160.527
2021-06-14,90200,175.953
2021-06-15,96755,174.001
2021-06-16,101284,166.765
2021-06-17,91300,169.638
2021-06-18,89540,156.889
2021-06-19,91010,158.517
2021-06-20,92512,148.487
2021-06-21,107450,134.76
2021-06-22,103025,117.681
2021-06-23,131331,127.359
2021-06-24,218499,134.348
2021-06-25,173050,127.866
2021-06-26,150605,123.052
2021-06-27,123724,127.607
2021-06-28,136291,136.914
2021-06-29,121904,147.183
2021-06-30,139444,136.925
2021-07-01,144253,136.636
2021-07-02,144662,134.83
2021-07-03,73887,140.659
2021-07-04,95427,145.945
2021-07-05,101427,137.135
2021-07-06,73356,137.965
2021-07-07,74184,139.877
2021-07-08,74863,131.248
2021-07-09,85323,134.598
2021-07-10,127554,132.915
2021-07-11,112322,135.14
2021-07-12,115698,138.832
2021-07-13,120047,133.281
2021-07-14,120705,130.363
2021-07-15,131092,125.282
2021-07-16,141779,124.912
2021-07-17,129131,119.994
2021-07-18,120759,117.897
2021-07-19,131499,112.809
2021-07-20,132698,109.038
2021-07-21,131425,116.787
2021-07-22,136656,121.499
2021-07-23,138707,118.715
2021-07-24,126822,125.791
2021-07-25,119887,124.818
2021-07-26,131079,137.685
2021-07-27,133009,133.504
2021-07-28,129302,137.668
2021-07-29,142025,140.124
2021-07-30,122836,137.61
2021-07-31,128279,143.703
2021-08-01,127514,145.909
2021-08-02,127156,143.899
2021-08-03,136011,138.527
2021-08-04,126384,142.537
2021-08-05,142002,140.374
2021-08-06,141482,149.466
2021-08-07,134566,154.026
2021-08-08,127127,150.893
2021-08-09,130428,164.499
2021-08-10,140129,162.613
2021-08-11,151470,172.268
2021-08-12,162296,163.493
2021-08-13,164636,175.964
2021-08-14,153833,181.711
2021-08-15,155230,180.34
2021-08-16,158802,182.174
2021-08-17,148850,176.666
2021-08-18,160654,172.932
2021-08-19,163247,170.771
2021-08-20,159363,182.855
2021-08-21,170603,182.059
2021-08-22,138979,182.355
2021-08-23,148990,186.603
2021-08-24,165773,176.752
2021-08-25,162670,177.971
2021-08-26,166758,168.214
2021-08-27,153955,174.307
2021-08-28,155845,173.042
2021-08-29,142147,174.572
2021-08-30,151255,171.492
2021-08-31,159274,170.966
2021-09-01,157616,176.898
2021-09-02,170687,182.602
2021-09-03,161828,206.769
2021-09-04,162058,216.79
2021-09-05,151695,224.986
2021-09-06,156258,221.381
2021-09-07,153575,180.238
2021-09-08,136508,181.248
2021-09-09,143071,186.52
2021-09-10,153248,175.917
2021-09-11,148456,184.513
2021-09-12,143208,184.012
2021-09-13,144914,180.063
2021-09-14,154107,184.687
2021-09-15,145217,184.376
2021-09-16,147580,189.832
2021-09-17,144787,181.329
2021-09-18,130587,181.837
2021-09-19,106362,178.225
2021-09-20,116839,160.563
2021-09-21,134482,159.698
2021-09-22,137500,159.369
2021-09-23,126753,159.462
2021-09-24,125400,147.628
2021-09-25,117636,152.11
2021-09-26,124438,152.902
2021-09-27,137791,150.033
2021-09-28,140779,144.336
2021-09-29,139198,147.084
2021-09-30,135254,152.449
2021-10-01,145259,165.002
2021-10-02,150464,172.195
2021-10-03,139932,169.312
2021-10-04,134322,162.635
2021-10-05,134487,168.561
2021-10-06,131776,181.519
2021-10-07,127777,179.194
2021-10-08,122964,180.678
2021-10-09,116582,179.803
2021-10-10,110829,180.704
2021-10-11,120371,182.62
2021-10-12,140241,171.401
2021-10-13,136825,174.896
2021-10-14,129638,181.66
2021-10-15,136441,185.372
2021-10-16,136669,187.886
2021-10-17,121049,183.661
2021-10-18,125708,183.549
2021-10-19,135574,185.26
2021-10-20,127172,203.031
2021-10-21,134860,199.135
2021-10-22,138889,193.0
2021-10-23,142787,195.967
2021-10-24,144978,189.463
2021-10-25,142041,196.374
2021-10-26,141994,192.935
2021-10-27,144068,182.279
2021-10-28,142840,187.889
2021-10-29,146459,194.962
2021-10-30,142032,192.194
2021-10-31,133121,189.662
2021-11-01,142493,194.782
2021-11-02,157109,202.858
2021-11-03,147637,201.294
2021-11-04,147006,199.623
2021-11-05,137676,198.12
2021-11-06,134346,195.42
2021-11-07,134064,199.72
2021-11-08,137742,219.61
2021-11-09,149592,265.7
2021-11-10,143525,287.45
2021-11-11,149171,264.98
2021-11-12,133446,251.61
2021-11-13,129991,261.46
2021-11-14,116583,257.62
2021-11-15,132618,268.91
2021-11-16,138422,235.87
2021-11-17,132079,227.77
2021-11-18,124886,214.79
2021-11-19,127407,218.69
2021-11-20,133805,214.82
2021-11-21,120445,224.52
2021-11-22,118419,216.0
2021-11-23,125530,213.05
2021-11-24,133154,210.48
2021-11-25,145928,227.0
2021-11-26,129688,196.16
2021-11-27,112492,197.04
2021-11-28,102479,190.38
2021-11-29,105332,199.62
2021-11-30,121545,210.36
2021-12-01,140252,215.43
2021-12-02,140714,204.83
2021-12-03,139599,198.34
2021-12-04,136037,159.12
2021-12-05,132637,150.89
2021-12-06,118674,151.92
2021-12-07,121450,163.53
2021-12-08,110833,166.17
2021-12-09,109896,155.55
2021-12-10,114253,151.09
2021-12-11,110356,158.47
2021-12-12,102074,156.93
2021-12-13,113752,147.17
2021-12-14,129988,148.77
2021-12-15,129198,143.87
2021-12-16,127481,154.84
2021-12-17,119242,146.15
2021-12-18,119045,148.74
2021-12-19,117226,155.09
2021-12-20,114937,148.34
2021-12-21,122369,152.84
2021-12-22,125020,157.94
2021-12-23,127189,157.74
2021-12-24,124448,162.76
2021-12-25,107724,163.01
2021-12-26,95326,155.12
2021-12-27,100519,159.14
2021-12-28,104040,151.12
2021-12-29,98120,150.75
2021-12-30,100183,148.36
2021-12-31,108211,150.06
2022-01-01,96667,149.37
2022-01-02,104867,151.69
2022-01-03,106990,148.88
2022-01-04,109186,150.25
2022-01-05,109630,148.98
2022-01-06,114378,135.41
2022-01-07,111298,131.36
2022-01-08,111461,131.38
2022-01-09,104673,129.02
2022-01-10,106912,124.52
